10704714,356,sit,conference,568
10126199,374,purpose,shake,283
9080800,534,lose,technology,818
15763388,51,person,free,541
14822582,368,page,report,561
14451567,206,character,man,128
13230502,437,east,image,571
15585203,330,us,audience,591
8208461,358,have,court,982
11637956,980,will,will,657
339025,642,nothing,issue,374
242178,244,focus,site,787
7587971,799,expect,go,156
14977829,800,century,bill,952
12830205,852,pick,close,909
14043555,122,affect,safe,815
119383,415,young,the,68
5541404,519,poor,score,166
8275414,794,according,big,715
8002878,836,scene,expert,131
15867015,213,data,serious,673
4350890,6,figure,company,982
6382983,853,guy,high,785
10702280,530,method,way,55
4349199,437,character,bag,836
15026226,982,former,both,33
15334588,213,deep,speak,261
13093106,181,seem,likely,41
12983136,41,so,art,651
14279443,847,still,arm,910
15370656,546,first,there,11
11454168,848,next,season,221
11037184,129,because,near,517
5887829,830,natural,rest,52
14364725,451,bar,yard,867
12446367,772,window,political,397
13095601,740,lose,technology,209
7524025,257,dinner,organization,826
8042613,146,others,if,514
4101707,623,government,past,47
16414050,565,line,speech,760
9776591,476,conference,floor,383
3983077,948,together,language,172
12152821,314,cup,recently,465
15222691,506,opportunity,heavy,826
5143687,73,seek,radio,865
2248509,969,use,little,534
4486360,566,technology,amount,73
3380412,968,region,must,181
12559262,720,I,play,797
5582614,583,pay,send,763
3620267,435,against,organization,256
11895565,585,fish,look,391
4576617,243,simply,probably,876
11800406,845,alone,risk,502
15567761,512,still,light,283
11149980,731,government,teach,218
2020175,881,operation,item,510
16736653,973,stand,hotel,713
4194216,898,no,line,616
15559798,409,name,floor,220
12361185,924,at,bag,651
8139215,850,simply,general,167
6588533,626,whatever,sport,93
5789158,360,serious,heart,400
12657872,533,statement,wide,857
1478919,743,east,picture,498
6912774,309,home,choose,840
13106280,814,left,price,934
653766,27,specific,knowledge,861
9278980,721,brother,relate,387
3079757,94,up,name,616
4406054,897,outside,successful,695
10668544,772,call,growth,599
13989355,1000,knowledge,mention,23
4656819,571,place,successful,445
13866392,13,hold,sell,177
12595083,814,strategy,threat,947
6203368,904,drug,lay,936
12466084,62,peace,discover,435
10720329,92,those,huge,953
219077,349,develop,at,530
16701483,470,different,kind,992
6637079,350,try,store,499
14912442,641,worker,next,983
5938551,697,lose,this,347
6519157,827,join,according,306
12625014,332,tend,enough,424
3091268,48,floor,camera,908
1882503,760,yet,particularly,18
551252,153,long,organization,957
12828810,675,value,popular,613
1926760,210,least,door,59
5824448,842,difference,financial,441
11185589,968,adult,energy,504
4721789,722,Congress,decision,979
5720393,289,shoulder,rock,279
7362044,461,wait,child,148
15172502,246,every,sing,627
758170,325,whole,what,131
4030703,266,provide,capital,743
2403616,233,significant,marriage,67
9755872,498,ability,off,941
691494,843,remain,detail,959
9047493,824,respond,name,702
14143604,264,speech,fast,289
4776365,378,agent,person,888
11108786,960,look,second,260
3826698,553,produce,expect,9
6927779,641,particular,impact,47
2770672,919,measure,would,672
9264636,142,set,by,955
15015770,38,professor,growth,247
16564176,449,back,four,317
11816075,517,lead,nor,360
15840035,581,issue,water,636
4450389,94,than,poor,165
2648598,476,teach,else,654
16225384,748,painting,back,324
5146822,594,buy,pass,420
2916001,843,speech,save,914
8296341,818,president,trip,17
9431169,538,minute,pretty,257
2697060,114,method,certainly,964
3066191,186,ten,magazine,643
10621660,106,yourself,child,611
14102767,657,remain,explain,539
4115499,895,life,thousand,418
9379505,859,tax,plant,896
1944392,482,south,more,666
13382056,279,you,popular,739
8851299,378,still,leader,83
8494623,457,moment,able,810
12211186,64,help,collection,717
3959920,722,heavy,human,646
7120536,351,figure,bill,688
7564442,205,into,decision,679
6842777,448,issue,move,636
1694985,468,way,guy,908
6210087,703,else,senior,188
11183001,254,evening,leave,635
7464451,148,record,standard,642
11809644,361,during,challenge,500
13887760,63,fund,small,360
8848857,398,particular,money,634
2830428,539,test,stuff,359
13229752,511,stock,specific,496
103548,896,yard,feeling,528
3268515,725,ten,discuss,475
614773,793,dream,professional,569
8310089,883,sign,able,997
10033769,245,talk,get,56
10079670,239,their,positive,559
7815686,754,because,then,857
10516629,135,close,ten,273
7205949,877,surface,American,894
11328582,385,certain,join,28
1969118,497,term,thank,518
13353830,304,but,career,750
8806101,763,like,ahead,298
9091804,571,again,model,317
5734991,545,interview,guess,860
1028356,372,camera,any,974
4026244,304,itself,whose,855
4659609,869,officer,size,970
14922814,396,natural,society,936
15667553,292,morning,produce,774
12991973,205,once,word,906
4839115,739,its,offer,128
6417187,421,culture,any,827
14779691,850,run,rule,553
15978593,696,perform,none,352
15413415,866,theory,project,542
15078039,510,room,seem,668
4990195,917,their,population,134
9246017,637,fast,inside,332
5981984,196,put,fast,608
2342210,484,do,ask,832
7053678,407,his,special,997
3937494,451,test,beat,552
16662147,386,help,report,369
11776947,396,huge,result,332
2243082,236,add,none,575
14292330,192,carry,show,280
2722086,714,million,great,241
8036908,441,building,them,55
15730043,668,character,spring,466
15893290,363,because,nature,368
8908407,674,foreign,serve,1000
13230336,932,speak,economy,989
13325385,43,low,room,484
12057870,949,parent,force,745
4562461,860,whom,much,600
13511994,112,agent,look,440
11221003,140,mind,free,137
501491,392,figure,now,343
8421184,467,go,pretty,3
9779085,992,himself,work,42
6523701,490,inside,best,918
376419,520,TV,wish,970
7557517,321,early,wish,503
14568751,582,collection,listen,892
16010347,790,at,raise,572
8716710,366,throughout,worker,921
14851295,556,research,art,485
6523647,461,pressure,decide,330
13846963,633,part,machine,378
6751928,972,leader,itself,472
6534335,676,you,sense,212
16481441,201,cup,meet,971
7659530,884,somebody,all,223
3836792,860,may,writer,829
4569371,305,relate,common,296
5090901,768,trade,around,155
16229899,783,business,suggest,835
14649203,745,face,rather,382
6234643,819,key,these,570
15164683,949,resource,often,782
16283858,241,many,child,37
14599790,26,give,seat,615
9157228,492,computer,around,954
15254608,542,whose,member,291
13550017,380,deep,evening,325
8110370,149,catch,away,735
12113433,530,us,ahead,43
1952435,979,lot,big,406
10507657,257,agree,trial,287
12569934,96,quickly,consumer,581
9465841,869,training,reduce,554
8656847,117,around,individual,583
7680013,517,phone,leave,733
659140,420,support,three,466
7570832,270,work,system,665
14874331,618,city,model,438
15687791,891,mention,year,391
15162320,585,unit,value,65
16250561,853,must,risk,322
6538033,181,line,according,672
16413547,609,argue,stay,108
15626607,111,Republican,research,510
15142383,732,bar,either,259
12632773,994,likely,be,750
1790992,959,tax,use,569
9024239,67,back,four,446
418811,754,company,little,525
3524089,584,institution,sound,195
2244872,356,ball,oil,863
1690905,809,red,network,986
12995517,626,sometimes,miss,185
7380058,721,share,less,511
5396515,535,century,do,87
14405803,413,present,Democrat,437
1740572,184,identify,pick,85
12329223,255,others,provide,524
1474724,815,ball,result,132
15116253,307,instead,within,559
11276269,541,mean,contain,796
7530629,120,husband,ball,115
16461351,481,few,sport,930
1851294,538,purpose,enjoy,439
1833676,206,nature,along,85
10980676,294,describe,might,525
10603806,632,arm,skin,155
13273924,205,never,sport,251
11499380,317,prove,should,87
5512675,123,to,consumer,716
6687198,332,middle,bar,870
16053671,322,game,already,202
6671435,376,nearly,road,292
805651,293,heart,item,434
15893548,532,short,catch,160
4305055,222,participant,pattern,863
16574439,86,example,act,603
12883128,61,clear,responsibility,923
9008575,71,official,talk,52
15811265,130,seek,half,139
9096961,488,full,feel,438
10217866,847,movement,now,971
5792714,770,sometimes,spring,907
9376467,699,thousand,million,507
16613283,31,condition,value,663
16296937,650,character,plan,199
10575191,785,everything,car,780
15683572,397,throw,play,127
13726213,261,do,tell,87
12523595,546,evidence,minute,641
12319876,141,million,a,197
9323531,703,board,group,624
3817159,438,voice,bag,13
12342415,509,water,prepare,8
4891629,208,let,song,171
12209772,843,side,team,794
14274406,781,well,military,150
8383910,519,form,design,633
4733000,168,day,moment,132
10583440,74,value,glass,393
7407187,635,process,stuff,262
4410587,339,sing,then,831
12584548,398,everybody,right,949
13589477,64,skin,prevent,314
14249968,396,industry,keep,771
4413284,815,animal,administration,737
7509052,304,maybe,meeting,512
16671146,629,paper,newspaper,773
12923131,542,want,down,108
12934508,998,eat,amount,372
10868544,742,decide,beat,95
395647,96,describe,indeed,459
150073,571,citizen,site,818
7518635,576,what,white,983
9642862,420,radio,beautiful,212
10174848,667,popular,office,663
14543478,365,keep,game,761
9405441,298,officer,impact,163
1723946,260,Congress,after,138
8932291,395,six,material,24
4833286,841,whether,stand,340
13646138,546,fire,write,8
12845126,109,use,because,911
12947308,964,training,single,465
11339698,267,our,news,686
59737,65,television,money,63
4947085,165,discussion,raise,249
8122700,867,scene,field,446
16245787,406,nice,doctor,82
4194679,267,present,wind,783
14542099,722,decade,for,520
3462249,504,hair,available,24
4072801,150,you,bad,630
6502178,202,us,road,90
9045954,208,state,charge,709
14989148,169,natural,market,503
5233618,40,able,candidate,715
16048598,919,save,phone,699
9415985,275,lose,court,809
14246148,269,similar,analysis,705
6519243,5,form,dog,135
16103453,252,entire,tonight,139
8424673,103,state,senior,674
7927872,515,when,between,3
10711183,188,friend,leave,678
15930741,126,relate,live,496
1488442,24,question,different,91
1527686,196,form,example,671
11941049,781,different,whatever,509
10912771,47,election,expect,419
11797731,797,reduce,food,131
1026930,541,red,station,511
15339758,283,measure,drop,173
12824614,56,themselves,development,235
6076552,243,baby,stock,688
4772904,844,organization,plan,328
9532449,302,through,reach,107
11963118,81,material,hit,117
10366154,917,form,list,345
4093638,148,follow,glass,497
12010359,884,significant,although,640
9142755,210,example,behavior,743
9200306,624,current,if,847
14330085,197,they,plant,499
4752508,621,one,than,898
9759393,455,push,ahead,682
13408219,51,scene,religious,839
10698449,760,do,finally,725
5493708,264,fire,must,207
9683467,673,theory,attorney,497
5429735,714,new,whether,568
12378182,443,cup,modern,861
12534793,344,try,increase,508
3698149,741,camera,simply,292
14861003,771,oil,majority,492
15087569,957,support,skill,695
8916982,986,treatment,risk,26
12121827,791,notice,short,470
3972154,571,mission,because,544
13546649,865,natural,push,729
12826642,289,population,war,55
4431873,169,according,sister,176
1049757,198,fall,approach,282
9961554,966,material,politics,870
11743667,702,education,maintain,80
10518439,566,issue,enough,938
13978710,199,television,do,716
3539888,432,clear,church,250
12481804,532,most,onto,593
9630649,37,price,participant,496
10318372,695,know,surface,909
9923473,635,be,know,178
11466504,240,college,cultural,618
11687498,458,cut,room,712
3083687,995,company,coach,718
7550608,316,college,environmental,698
1212701,196,several,rate,23
6537218,837,rather,cold,974
10194898,838,believe,generation,144
15392687,688,into,rest,780
2346934,526,very,system,986
2422950,50,total,thank,749
9669586,261,will,score,520
6435584,452,source,strategy,785
6679804,56,light,program,385
10017735,999,meet,almost,214
11220605,617,whatever,you,424
15902848,903,card,thus,137
12628015,600,finish,half,247
10613219,531,public,make,355
6619132,262,themselves,always,452
12498556,779,view,building,228
7831034,8,accept,body,611
3029068,830,professor,thank,674
15857018,41,it,southern,675
7991070,623,identify,age,430
13565397,708,produce,act,707
482115,771,produce,son,64
4705191,474,car,candidate,359
4085274,840,expert,tax,81
6094536,664,change,ball,844
3719128,245,agency,compare,363
11240147,48,first,world,368
8815703,831,board,than,912
5660123,633,wife,back,58
7926777,521,voice,subject,54
11867480,321,keep,choose,179
10145354,427,owner,either,868
7374415,112,these,while,619
3036733,379,form,risk,422
5839781,630,meet,weight,462
5979665,373,wonder,cultural,571
15511397,182,seat,community,102
8633629,167,huge,enough,852
10391119,347,crime,as,43
548064,91,think,sport,498
4819408,739,reduce,ok,327
6531977,472,break,myself,814
7384722,168,gun,art,376
12653532,642,enough,action,675
4051655,905,full,maybe,364
8665975,924,national,detail,888
13770917,578,he,represent,741
2350752,78,figure,cold,914
13160057,745,bar,painting,737
4172049,764,well,try,991
13607490,224,end,goal,315
3235930,563,owner,pattern,9
14111273,547,process,worker,235
5203827,311,improve,leave,183
1982219,556,travel,officer,309
14121195,59,cut,decade,502
8647087,172,article,several,178
5195340,103,line,here,290
992054,935,she,heart,197
3476076,709,throw,quite,508
11604584,24,affect,decide,741
3706931,715,television,level,147
11179707,885,although,outside,10
1328767,519,quite,over,445
16792580,530,by,goal,645
3349747,538,try,rather,36
11481007,125,tell,true,483
13326101,589,over,play,104
4607601,997,maintain,eat,545
16786414,857,side,year,30
3516893,924,month,system,263
1524432,910,there,family,876
10742079,839,popular,some,686
10315216,603,green,professional,472
7951304,549,next,throw,29
14820654,634,serious,game,355
3494841,596,stand,have,767
3933121,957,reach,hundred,668
7259560,616,treat,between,527
16667711,355,product,exist,118
12637591,237,out,main,690
2323954,85,certainly,effort,292
14502166,485,before,kind,586
9127057,778,option,full,23
11666514,830,describe,herself,388
6154833,656,certainly,fire,214
10388268,931,film,try,292
8062798,57,sea,reduce,896
14086315,747,necessary,of,956
12981819,150,new,home,234
8054705,800,establish,action,928
11548393,631,standard,attorney,307
4318851,593,more,other,416
10493398,600,possible,its,172
1789167,168,idea,ok,159
11987814,116,job,six,33
