62527,816,52730
13371,382,60601
22834,993,35508
51198,770,37142
62201,478,42264
62,350,8331
10310,848,42740
18320,648,54251
6823,719,50698
53294,660,52764
58873,310,23905
31584,896,36016
72150,853,23417
6567,352,22697
21699,928,62681
29898,173,19508
3416,639,55811
72216,768,28718
66867,429,41533
8054,943,13335
2122,527,33165
1453,960,1746
32187,657,47641
62832,867,40151
73117,11,60525
69605,346,59388
48525,712,54099
14347,390,10647
33079,464,55940
2284,294,60480
26779,860,6223
19326,482,55253
4476,330,56681
59711,654,21942
70773,18,55028
51665,583,39390
51329,772,62764
34815,700,5375
55790,42,24080
7710,274,37423
56484,260,31495
11033,884,4197
13209,229,50000
70746,162,59895
74551,593,12882
11078,510,19650
719,757,22903
30512,793,34449
63384,647,6731
8316,279,32430
67278,875,38914
53244,386,10082
10405,306,55162
76004,683,48354
16437,306,50487
25619,531,33900
50914,675,36068
39692,431,2318
19770,694,14515
5603,372,9649
59292,225,50234
74989,449,30046
36490,520,56532
25141,475,11785
61332,15,6350
74749,333,35350
1146,2,34960
54839,565,61100
21545,217,61048
11118,548,35669
16303,818,10929
29169,710,16944
49443,93,23669
16964,774,29288
5442,699,25964
74061,658,61698
11183,885,25041
13530,272,15761
35875,233,11361
44586,673,33381
44907,285,42504
11860,936,49040
45949,112,4297
44398,187,11098
21589,638,39841
34437,240,18486
37087,513,39273
34833,676,54239
36285,302,8713
67080,834,27508
68501,338,31158
3264,243,37167
39862,40,23053
15646,262,26107
275,984,21485
67661,164,60793
17062,6,25318
61410,976,63046
7266,393,63065
80043,855,61504
72920,467,38983
70698,585,20059
39656,118,2920
24601,639,25219
30787,962,17113
22405,337,43310
32864,377,45754
463,593,28829
78352,294,38415
43812,230,60573
32111,45,56463
71701,905,1494
29686,33,53107
30258,56,41623
73460,361,23609
25332,745,31940
25240,230,56011
22286,538,14683
35980,814,56452
25062,572,17057
6124,925,44354
15276,319,28783
63800,214,28075
6142,879,46375
19848,645,46837
35607,890,24628
8346,850,6851
49930,164,30905
28030,519,43306
15429,548,5606
13872,538,32604
17540,55,10388
46939,952,25161
8402,640,3176
11748,25,19343
39383,117,59679
8919,921,5922
64460,707,41839
48074,965,8100
16286,507,52648
37785,290,11377
42635,362,7193
3861,566,55131
27387,10,3996
32966,639,36724
38124,12,59086
6073,751,2580
4987,598,5331
64492,488,18141
416,689,23422
21423,831,43074
5857,407,14406
8999,482,11020
17974,985,42967
52073,645,12959
64281,62,12272
60502,407,43280
58889,124,21782
68823,353,53964
8800,621,43753
58309,217,11405
494,558,23759
18293,131,47151
53483,836,38896
10446,112,4582
22851,642,9114
37889,934,17067
322,966,14682
44651,793,45630
75306,299,40872
41843,851,14615
14489,273,44241
50590,254,61987
56820,220,2261
58661,624,54565
66351,23,23355
38443,520,42144
22091,697,53863
27550,252,59052
37980,454,52297
47712,745,4187
15106,454,49203
95,20,17267
19645,272,48736
62619,351,10069
18827,837,9002
16763,580,62158
27523,860,31934
34140,885,10458
26126,337,56598
30322,344,1789
73655,821,32230
3019,986,30785
18952,431,4634
15981,276,51117
18750,898,57110
65743,22,15249
51596,93,33330
61081,695,10658
32282,237,21403
73351,430,9355
19307,650,16319
38361,346,56557
4739,311,45442
32198,618,25001
27711,683,38602
42286,632,13546
28348,883,2143
35912,830,47765
6342,166,16406
37698,811,16129
52723,437,256
28676,1000,11303
43270,466,36428
49759,4,33949
64313,471,46168
17994,965,19560
76915,552,34407
41561,345,4191
34149,158,56613
15971,781,367
25109,342,55148
40549,873,44835
62615,142,26365
2861,20,3313
62096,833,56180
52023,876,32202
29236,339,60058
49648,639,26489
61485,62,46591
61370,508,22886
79121,661,34235
74830,337,61912
6629,107,16136
16332,430,38766
33065,331,43295
59971,495,6574
21296,1,20044
37951,531,51279
47370,307,47947
69057,422,50709
47774,710,52765
46438,157,16533
15624,483,22709
54945,271,10062
21396,770,33989
14251,927,16959
48271,372,35943
59737,385,2545
8692,641,47268
41663,385,21195
25896,729,38716
39840,455,53316
22988,438,20868
10985,899,30594
1067,552,61100
43071,709,44008
71424,60,44915
52878,657,15224
16507,338,26082
76007,378,27123
66247,323,1839
73534,925,3915
12153,153,39841
31107,331,30422
73725,537,44359
17949,200,20341
40550,287,43444
69866,37,46848
62208,910,54534
63449,455,42721
19737,753,4107
78532,469,24024
46067,453,38215
45278,104,52707
66886,318,2893
35202,378,45774
30391,917,15297
22203,336,43812
40392,241,53634
71244,249,61159
40234,727,20626
11235,831,50587
34862,118,42041
78623,560,50625
47168,65,3992
10287,953,52444
68986,479,1669
60416,530,21763
22999,773,48488
55344,583,17214
35754,5,59684
7078,503,40278
52451,921,13945
5724,212,27013
18419,913,26412
49362,653,22340
72777,201,1855
5320,612,355
31437,492,50070
68172,825,39282
44058,749,17814
58548,615,61630
73910,504,29970
55481,980,26064
31488,927,49570
63541,493,12239
54253,42,48534
56075,162,58595
8948,466,52768
43639,636,20934
23289,331,23950
24007,397,5258
96,456,15459
73057,919,33062
9293,26,48779
54290,46,589
78744,65,11714
40722,833,41829
67343,854,8908
56351,391,33195
63617,854,32868
6583,533,60147
4270,179,6158
12362,8,55092
74882,167,41813
14182,132,22641
58480,477,39797
31180,418,16911
123,357,59883
46474,213,23137
29642,279,13368
7947,770,42848
47324,471,29378
1172,205,11835
77747,183,48057
31071,968,4327
69402,378,54674
79199,263,35000
78797,952,19948
61777,326,58705
53990,705,59998
63347,579,24261
44322,50,41425
53890,377,38360
25257,866,42760
24527,69,25387
43522,456,19071
66471,311,54668
21668,327,59435
59709,503,33449
50590,932,13069
48352,652,342
11682,972,22891
62170,588,42130
29930,65,46756
74811,489,49350
72589,866,5457
64159,707,14344
14298,199,49058
21835,121,49607
58993,669,63072
28915,627,61761
27433,52,27520
53655,77,35786
38385,159,56661
54207,276,53253
66366,643,5920
9382,377,14187
6748,747,27905
43194,187,48080
70790,248,57105
9137,486,24546
75424,201,5231
25858,761,29450
7590,89,50280
13610,111,57203
65794,736,25040
18753,949,15326
78783,255,36976
40069,267,40902
35546,827,43374
74673,493,48147
19424,124,14423
62464,240,38943
14508,952,20209
736,687,8614
69390,146,40445
77748,730,52242
43056,762,51398
24435,302,46884
39431,926,35833
22591,118,13940
19541,474,47433
7707,941,21689
53128,729,38021
27346,221,50553
32637,735,20472
66099,577,35570
4528,369,44734
62652,866,6040
77412,852,59107
45822,56,47731
65407,276,38728
64668,147,29024
39628,626,5673
56029,331,61700
69699,988,47351
14282,265,39322
39149,457,51607
40372,576,39893
13785,190,18850
74356,372,27459
39757,428,14541
38825,982,16284
52565,361,49793
28162,922,1929
76432,543,38631
41342,838,23232
62138,234,22400
71711,707,34640
75493,69,30284
38476,202,27622
19287,558,46281
71742,295,43368
45788,87,51808
48307,357,8577
52057,192,638
78472,527,17289
61008,404,27165
23991,260,1419
24427,659,664
37865,368,34196
39628,549,26538
78361,854,38461
63248,91,28718
44727,983,37544
35453,252,31033
72821,356,484
60579,518,50780
22030,959,59229
54822,189,31441
28491,119,9072
13649,939,61382
10282,391,33142
4089,698,37907
73933,218,14518
7489,994,49757
4541,259,28130
28601,46,27385
27001,362,7267
73412,876,54874
28520,629,22650
28703,185,38273
8366,669,2700
67650,71,39570
37960,293,35119
79210,602,38117
46770,61,48501
51577,551,38444
567,44,3773
25972,160,15997
55261,94,43879
38412,1000,60768
68322,134,12622
77142,620,20343
38106,228,10238
17660,853,12176
6124,828,41904
269,423,29144
72278,366,2784
30608,400,51125
74896,961,53522
61708,744,39587
53882,919,58755
40305,532,6719
29126,688,12220
73965,580,9613
25234,299,2667
31111,978,60422
67965,713,939
36024,506,7975
73606,248,57557
38101,972,31812
71115,942,26743
44601,373,39282
56702,159,2152
63787,181,24555
52560,68,54214
23331,612,41744
35290,86,24918
57318,706,1115
35378,352,20661
41293,473,17851
7738,746,57158
8895,902,2510
74829,74,48631
67716,877,302
62135,96,12096
19409,185,36558
59976,870,52237
25547,192,19852
22049,750,51844
42007,213,14427
30397,639,23017
23721,961,12564
69930,395,24343
65149,277,3606
1652,910,4580
18415,673,14307
12553,644,2037
946,905,2742
41155,869,41345
19228,283,14543
36843,253,23437
3932,472,50341
3641,482,41057
69980,418,19749
31557,148,12302
70193,742,2181
41069,610,23689
79568,571,20437
14750,228,53256
53551,884,20
66668,488,22419
29994,1,61537
78558,357,34214
63209,106,58691
38169,172,41602
15579,736,11917
59703,213,8351
40953,174,55456
45999,335,47351
49062,275,21857
11785,53,51716
18291,604,22903
28874,31,50333
14906,321,30117
75439,544,50936
55028,309,59464
52078,910,12885
63168,570,54455
74191,617,8166
67266,700,50863
61049,650,16733
45428,846,40753
6563,491,24007
52063,985,41094
71206,45,62543
20754,18,59856
72992,493,13697
52106,179,34526
67025,771,34528
51984,206,29890
49108,584,53737
14254,964,990
27529,95,6735
48051,554,48666
20620,314,24858
44049,232,8259
35456,184,23803
32394,370,43057
57407,104,31061
13799,581,8668
65077,470,48058
78072,783,41158
29592,887,29668
4141,194,55454
32145,868,42331
68884,945,50536
53131,526,6473
49213,974,3263
79862,980,29192
69318,198,61711
26126,353,61680
74797,476,54100
25048,165,18816
7728,442,58580
33788,402,26454
49271,529,40197
29325,648,2534
16146,850,35129
73132,355,16666
78812,213,15018
35540,268,24830
34818,943,59422
35921,936,24123
13820,666,9593
50160,464,28000
54751,228,37518
74898,431,51869
36942,902,10566
40246,586,29852
26020,766,11685
13874,938,51618
62097,994,23381
46482,405,43290
27006,623,12012
12877,259,44718
74252,365,8408
45095,825,12638
49441,301,351
49734,607,27193
47302,433,63088
69014,883,16604
53207,273,47583
56740,410,30098
30977,145,50672
45511,939,761
71201,158,43033
43803,819,23727
56574,546,32283
21808,580,22007
42771,461,51176
41763,412,4685
31484,427,22485
75233,88,15050
15799,407,34853
51293,558,15939
71320,61,1826
40774,808,34775
49728,603,3199
30437,217,54983
70325,915,17341
50999,770,61986
30091,967,7892
44739,898,23972
3112,235,16741
24444,674,22228
12072,2,14494
36780,653,3078
21032,147,16306
71765,545,861
58055,166,61993
23476,445,34161
71701,794,49276
9453,137,36905
55658,875,1921
53775,165,61280
29415,710,62742
38262,461,48176
56364,579,58664
65597,54,53046
7320,813,56301
30386,773,17305
41754,440,48886
75094,320,14585
32944,82,59141
25027,315,31689
35607,412,46175
79252,533,34870
14031,201,53299
46248,544,29188
4891,939,8237
34377,997,3194
54503,172,35499
60087,218,54405
664,383,23870
30852,2,61477
27441,341,19886
43038,591,32081
47202,40,15549
42549,956,45102
26461,726,58662
41139,1000,31790
71310,979,4561
48654,731,22481
8914,590,23400
76183,63,14718
5363,26,46006
39442,986,58828
68853,578,22223
16367,244,24663
7019,854,20037
8451,832,13105
77695,141,57985
63641,543,44192
12518,610,46786
10302,308,50700
69925,778,18634
36834,710,12713
32759,733,45134
72091,25,1527
17292,204,10742
78641,333,36547
41997,308,37410
44555,10,45347
59403,122,30521
21968,28,30967
36784,375,36806
1063,782,568
77303,564,55088
19823,446,56409
74276,890,58848
74749,812,20280
63458,314,33234
63292,453,27662
73503,314,58841
8978,225,23040
11385,469,15897
70960,5,507
52417,366,26872
29709,457,9942
46765,168,58080
41013,648,2290
60009,646,48919
77586,101,37974
56116,81,62797
46737,811,20568
52975,322,54163
78560,771,52510
23913,786,30963
38092,421,20161
14347,145,51546
797,713,27125
50245,35,59526
22318,42,26339
71538,417,31875
70806,175,16664
54338,190,45912
43349,420,32350
916,656,11797
52822,849,30141
74939,96,37837
16804,683,40090
68295,288,947
26646,954,34442
23645,755,9350
48136,611,30268
69976,301,59563
30584,195,26867
75588,385,42753
8231,3,11842
35718,996,3640
48079,448,17010
54805,436,15199
19065,766,55311
54295,827,36236
48277,835,15643
45594,455,17190
67564,722,19434
58215,706,59752
12895,707,50668
11809,715,46167
72506,877,28041
7495,264,47319
45863,773,49725
6907,679,33977
16180,860,56995
37500,11,6237
12308,454,52335
35526,559,50731
61916,490,8731
73449,341,40844
32044,54,24796
43155,987,49379
63873,401,1046
12033,242,30846
76770,475,20354
26866,297,43848
37416,699,18712
68005,876,20738
58595,366,52404
48077,612,6995
47574,709,3392
66434,913,42852
5770,145,56707
70717,690,54116
36112,723,47464
51190,481,22067
64482,140,9477
24573,930,6561
75516,869,10069
28545,786,57408
3823,356,42442
4637,435,61991
39044,423,7401
33643,360,3472
63270,831,22984
51586,130,56982
56319,223,39668
62347,243,22906
52353,167,58321
22537,939,21895
67838,3,19098
76331,248,44305
9045,280,26492
10880,128,19931
