14258651,818,738,beautiful,135
15033717,610,209,story,875
5313448,379,211,fish,719
245421,312,329,can,292
620814,228,629,most,409
15750491,808,520,better,798
338122,161,802,certainly,746
3410324,462,796,town,962
6969284,400,716,institution,295
6646305,985,283,state,443
12185987,288,217,purpose,353
11870771,315,49,onto,916
15958837,135,280,space,112
11757567,343,690,as,554
6145965,867,577,citizen,983
6850308,995,178,already,211
4328378,394,484,poor,593
8923269,582,789,fall,833
15101134,5,284,degree,780
12329463,754,376,scene,633
13103461,934,756,big,813
10620562,341,878,great,251
15483576,910,795,range,215
14889161,656,730,remain,669
6835621,37,913,inside,751
15850437,321,156,adult,812
8101185,580,411,trial,665
11360943,463,306,spring,752
4190825,328,249,some,149
1181522,449,352,happy,434
2441267,964,610,entire,696
12524765,164,203,management,248
6661046,510,43,arrive,603
6260748,277,503,attack,558
131063,461,184,ability,229
10139085,808,897,song,853
14503984,212,790,must,870
16540785,136,678,industry,518
14820028,126,616,cultural,77
1271108,811,562,picture,354
4913119,179,171,fine,176
15898534,133,521,necessary,100
7014314,376,153,say,539
12229415,462,187,sense,135
8290947,973,262,but,222
8601236,646,147,so,765
1656312,188,627,never,216
6510025,213,478,side,461
3408386,380,934,start,529
6665073,750,497,plant,125
8703373,437,942,prevent,618
7667836,844,466,experience,388
5707756,396,378,take,698
1072207,213,497,civil,916
3732414,125,154,family,893
5212012,321,823,chance,928
16323275,471,278,bad,840
1313400,794,759,dinner,121
6736273,413,42,author,324
2173251,384,584,participant,102
10048215,753,108,measure,184
7069884,231,600,hard,777
15895375,530,882,total,978
15112989,57,106,friend,862
12837399,29,683,later,928
16319983,401,673,for,581
3630915,892,512,north,552
8506667,635,563,economic,623
4262854,760,646,loss,309
1628949,546,360,second,390
9244089,84,432,personal,993
15835504,582,845,relate,658
3836511,695,944,just,439
410533,37,292,year,544
9032777,282,429,energy,682
13215061,722,577,where,836
4294221,929,558,involve,196
11696080,390,42,run,516
10681294,925,561,early,447
2593657,919,648,hundred,159
12339367,321,949,group,940
729104,452,529,have,145
2245641,112,808,goal,871
1840303,462,495,your,24
5449083,725,555,kind,450
10163025,856,325,open,139
6817744,211,655,interest,142
9069224,253,720,explain,823
9136908,236,996,media,636
2796004,477,602,hour,65
1224925,302,214,consider,114
4594018,836,919,national,203
5163704,392,206,red,224
9571821,918,339,result,352
14860959,99,426,weight,70
11287353,837,142,her,742
3902574,335,154,home,431
3657925,319,222,common,728
16333122,625,115,force,151
15627998,452,586,behavior,33
7478743,472,153,account,90
7538951,522,125,southern,668
12819915,470,429,inside,494
14687976,898,202,there,329
6404782,620,977,break,150
15382508,704,502,politics,987
13879024,526,801,deal,271
12128475,259,937,part,403
10567486,612,730,material,474
4308697,406,607,nothing,691
6910839,477,547,describe,589
11874459,557,876,assume,595
9701842,81,751,relationship,474
1926407,547,968,recently,664
2097901,50,802,left,869
14346114,31,388,allow,308
1525761,26,988,write,966
7630107,421,82,month,535
13030040,124,362,technology,809
12534658,78,153,thing,810
11503181,363,230,young,91
15872161,29,587,experience,526
9257340,266,828,note,159
14600206,254,420,democratic,661
2512178,925,173,field,13
9570412,452,455,trip,146
11594688,727,428,well,320
13522158,448,166,better,672
16086058,781,597,establish,896
10798065,139,567,mention,165
13502565,679,611,skin,46
8982265,584,113,difficult,622
12953687,737,773,seven,304
386369,780,471,feeling,10
2684300,457,250,perform,401
10745091,837,21,wide,522
4113657,874,315,interest,704
999769,626,265,various,981
9530742,860,915,social,713
11543433,207,289,character,774
11642468,576,326,food,737
8469467,821,460,arrive,400
10348743,805,453,together,579
8013808,999,791,more,192
4740527,419,281,key,731
12990288,729,497,weight,311
6013858,431,568,detail,291
294133,882,220,good,710
6472363,353,114,stock,895
3086301,215,797,lawyer,714
12552950,336,387,clearly,773
15129632,729,702,nice,492
12987336,547,266,miss,788
12996490,277,122,dog,164
15965283,978,851,choice,919
11339850,759,90,wish,951
11459936,400,183,hope,559
14768377,117,60,head,298
14138836,757,259,air,162
9600244,133,483,place,591
6122751,801,491,student,738
16169762,688,64,threat,930
2414597,285,426,line,12
3264008,509,543,hospital,806
6172752,921,484,ability,787
11667420,518,652,after,417
3881161,445,687,push,854
2792486,961,172,certainly,567
7124777,881,653,accept,390
1178955,149,900,service,322
3972226,519,399,strategy,774
12878055,205,556,study,432
14402880,14,834,spring,196
11070697,800,82,listen,223
2425757,536,120,contain,76
4562329,32,135,company,189
7688668,55,819,yard,644
5173546,511,635,ground,208
6571508,663,861,picture,866
14599455,537,49,physical,580
4149021,409,245,bank,520
8508448,921,366,series,378
10174451,601,669,cut,867
2545830,244,79,base,400
11708051,885,585,take,819
14886957,758,754,responsibility,185
102855,592,197,significant,736
5756021,534,675,development,789
22292,813,780,culture,950
13977769,539,155,break,669
3222280,12,424,record,170
1966179,1000,922,play,97
6322270,989,417,candidate,841
14731096,148,809,simply,829
15862166,153,518,recognize,66
8381373,954,400,should,997
15119365,576,160,fear,916
13378821,986,755,office,817
13155138,953,167,specific,788
5377089,679,804,admit,159
15489325,156,739,outside,563
10413776,250,949,then,112
9235230,960,714,serious,74
11866840,804,536,owner,544
12256239,401,45,visit,919
2800403,967,292,across,244
16050324,907,484,truth,726
648528,921,607,enough,301
13925649,905,232,lawyer,258
7075942,595,136,reflect,405
9489347,282,795,artist,894
13140863,337,179,officer,23
5207889,307,277,require,96
13236215,549,201,often,519
13290131,625,169,model,415
11599381,263,757,reach,592
16391110,776,190,throw,825
14856148,584,386,there,53
8180757,808,255,themselves,399
96804,268,225,sea,365
12812530,73,822,outside,373
16375828,58,493,interesting,320
5938823,894,993,star,150
2502884,441,408,against,737
3432070,947,538,no,948
10210693,356,665,network,26
2387569,866,845,mother,608
825520,381,173,nor,763
8276629,408,740,treat,337
2739745,496,889,church,595
16263904,897,518,attorney,972
3788956,443,856,assume,545
14028579,275,543,government,640
9517205,321,379,believe,406
13522284,445,945,these,559
8745783,251,192,trouble,858
12764747,789,256,involve,336
4977705,589,788,adult,902
3833161,1,630,throw,248
3149249,634,290,hospital,126
16157408,170,341,yes,379
12351562,478,387,go,19
11435670,47,306,whatever,836
7096601,979,638,tree,797
3267113,598,763,future,725
12022112,108,711,loss,16
4847947,730,601,today,808
5626330,249,304,sound,658
15573389,468,333,with,819
1238277,839,683,prepare,409
2505516,943,509,machine,496
8737378,486,289,even,851
1260245,946,135,church,522
5730224,393,975,herself,600
16088496,231,694,hard,124
14979728,727,465,green,787
4133768,255,551,training,641
12694834,588,804,event,922
11077492,363,62,my,208
1615217,795,1,popular,458
2237506,389,987,responsibility,895
4695609,403,622,sometimes,660
10937928,543,392,smile,352
775632,41,526,magazine,745
7468554,68,542,test,938
8897268,971,114,various,398
7115247,501,585,better,722
16686580,634,237,above,626
1010899,581,298,north,523
4698449,816,977,material,512
13895761,850,267,painting,909
13146102,951,710,technology,315
4201806,154,804,knowledge,603
15147669,179,37,seek,650
6050799,374,156,sure,951
3017099,422,506,than,74
5134181,547,538,resource,31
15243053,557,951,point,484
4252353,954,954,thank,791
7111588,244,658,hair,261
5927391,557,421,discuss,517
12160008,623,26,summer,174
12865361,32,954,yet,924
4162498,863,494,something,822
7908677,569,550,support,641
1377055,186,486,summer,738
13019941,615,204,against,186
8644780,952,287,total,191
1701572,501,54,subject,597
6584791,225,974,issue,350
5741124,85,352,control,942
5381227,415,636,from,698
4211677,894,943,onto,806
14830668,235,449,for,213
6065373,355,536,of,182
10595253,476,43,news,544
4265343,725,250,thing,993
16571759,506,572,involve,204
15060342,401,816,bag,991
5456942,379,355,imagine,237
12109451,570,693,give,47
11743205,361,191,still,805
4236478,828,905,mouth,758
4085238,918,95,technology,985
10660389,75,543,keep,455
16413319,624,994,success,257
12219213,886,266,price,67
5449426,866,848,arm,112
7574246,725,556,five,873
2333021,984,411,draw,203
12847687,826,820,study,838
2778639,609,330,woman,125
15991930,152,108,stand,665
4416497,480,636,meet,907
14014544,320,704,produce,474
14161804,505,579,citizen,584
14083668,324,922,with,384
12597976,994,808,audience,873
5582950,905,729,art,845
9178149,602,751,political,623
5742964,878,666,hope,369
11103081,42,416,message,768
9881652,434,283,purpose,752
16171303,517,433,center,187
6846100,520,29,red,826
11561444,1,173,hundred,437
15455385,671,750,what,553
2355072,375,433,read,806
13255744,44,748,social,205
10629670,704,413,yes,867
7609923,365,400,she,380
533076,913,244,factor,6
2843640,494,323,when,848
14453387,3,811,involve,724
6504116,453,191,month,778
16673989,23,839,discuss,746
14619823,873,801,door,942
7728412,126,906,rest,418
1581672,322,12,adult,715
5676284,800,415,whole,801
12125674,907,759,up,269
6322423,282,831,career,521
11945441,424,463,administration,158
7688387,654,593,security,375
10447495,995,119,how,572
247155,922,457,prepare,709
2754219,95,46,whose,173
1929419,512,142,produce,908
1894027,243,280,model,767
13422994,354,326,reveal,826
13749994,10,735,rich,488
12183119,627,73,voice,206
14625645,405,943,authority,378
16539625,4,416,according,812
13832322,272,813,cost,615
6612985,807,832,head,151
5870603,415,444,scene,629
13367908,336,780,notice,630
3227303,12,944,task,698
15424018,889,176,approach,711
15105872,682,429,seven,548
1476856,710,116,bag,956
10195932,202,178,fire,75
14239861,55,241,father,689
10653275,379,993,price,523
390348,608,42,herself,961
8765177,284,321,range,226
12246405,98,597,perhaps,927
13865408,589,75,beat,345
14080164,936,853,industry,916
12902791,852,452,record,617
8419254,731,454,fight,470
13058996,70,1,expect,678
7229808,553,642,forward,339
7393853,695,560,out,485
12481094,486,949,inside,328
15939587,181,799,bit,156
8650230,220,151,region,828
6742408,778,247,degree,401
13997923,362,835,price,5
8104537,599,674,head,704
12954714,858,211,anyone,755
15035998,160,674,you,366
7401455,417,258,rather,522
15888780,516,640,situation,565
10308903,972,807,receive,97
15478532,598,280,support,978
8396434,292,737,education,101
11916312,534,842,life,271
14691293,314,522,gun,200
2407354,985,24,size,158
14070552,468,704,science,586
4369491,338,596,little,521
8197851,586,461,compare,57
12837505,723,572,operation,602
6103587,491,511,window,913
16406604,683,661,realize,506
3374430,910,296,do,113
16498602,564,791,fine,898
14891886,658,379,then,808
8892306,390,214,arrive,71
7006555,352,463,stay,478
2260932,16,535,dream,745
10593744,159,66,stay,83
843676,718,875,everything,444
10188776,162,529,of,981
14126599,577,477,avoid,846
11553083,802,756,quickly,365
12730322,743,845,cold,303
8250472,737,201,visit,762
1243686,338,809,center,195
9373661,456,361,another,478
1652239,675,98,begin,257
10735369,431,120,suffer,912
1146987,752,836,president,351
4048016,723,518,process,859
15770826,187,451,red,778
8180765,827,231,former,904
12056020,593,836,detail,999
16452777,845,58,family,246
5110216,878,915,south,559
3728205,955,823,support,30
381730,482,302,like,306
13349554,54,426,final,990
5417958,376,632,however,550
16422507,653,374,enter,825
6321747,941,894,off,221
13945471,68,9,onto,683
3393791,818,232,and,812
10493105,652,134,skin,491
5963462,218,547,trial,83
13733419,422,660,out,139
4560612,729,671,decade,549
228600,617,720,no,880
10064,601,983,suffer,266
10203042,149,481,buy,37
14234713,51,378,everything,216
9068164,430,657,live,603
890004,559,69,leader,272
9771676,904,168,politics,902
2622614,851,940,someone,430
1951407,97,273,finish,698
16113465,361,595,character,769
15022727,743,419,operation,829
16694134,530,842,glass,382
12027036,538,667,mean,996
4107834,774,971,as,129
923164,640,397,evening,694
4482988,77,533,wind,305
7234973,519,29,need,816
5430436,896,731,source,893
5865707,94,932,case,386
14998010,610,293,nothing,151
13296368,664,326,network,787
16244578,132,529,second,635
11225005,288,290,first,50
3764845,985,777,notice,664
14862562,842,706,few,310
10091737,260,102,approach,57
1243818,58,552,specific,77
695598,384,509,thing,70
3444516,758,649,international,804
2244612,520,852,live,227
6842878,21,33,treat,40
11042235,368,40,church,568
5981158,844,269,upon,845
1957489,130,417,blue,817
4289733,719,548,kid,535
8043241,77,47,agent,121
2619138,442,653,suggest,726
8815809,230,660,take,798
115300,414,417,much,621
13361249,541,227,accept,989
1347789,678,267,movie,687
7702971,903,156,per,869
3613102,964,439,Congress,981
15795152,271,677,lot,950
13740291,620,716,shake,618
11320763,536,300,explain,562
7744025,938,953,thought,830
1930217,736,105,investment,758
14941690,412,522,official,979
16746863,479,188,operation,955
1437899,342,365,drug,137
3878205,907,548,friend,401
3488799,366,476,already,384
15425261,288,72,stand,738
7692904,941,432,attorney,350
15913720,570,31,paper,90
12806469,911,269,son,30
9512330,176,804,him,764
13965035,216,200,record,726
15654413,803,957,of,944
9220207,111,137,whose,812
12027472,998,927,federal,867
15528632,813,132,conference,357
6242847,412,423,time,375
7926970,903,33,skin,818
15221268,306,892,many,400
3120531,493,883,bit,526
7377327,945,224,tonight,547
4612529,309,588,home,853
1347318,928,766,class,538
15000479,988,55,ball,498
10894433,431,403,price,641
6796952,313,484,this,945
9555334,426,200,oil,474
6720008,102,292,public,875
13353833,985,447,pass,751
5668074,534,9,then,337
6340367,209,972,item,584
5290702,709,913,radio,164
16139636,493,932,measure,371
6648167,579,38,some,257
13971160,250,306,think,518
589179,954,996,couple,806
1097377,878,363,improve,545
3090069,357,365,study,936
15643038,895,495,follow,850
6142397,299,870,soon,170
13857391,733,868,hear,695
14163569,870,730,relationship,819
2161473,254,236,ask,5
3366744,207,268,traditional,603
4473596,871,210,public,358
9943587,634,282,goal,168
1311790,79,732,risk,5
12328189,216,734,focus,941
6542018,449,212,medical,480
3715513,760,975,senior,971
11388186,783,926,at,779
9653820,70,803,man,74
4535939,587,564,might,953
4620221,169,145,tell,527
14914697,256,300,of,159
13669880,194,266,series,862
9917196,60,166,imagine,153
763677,275,431,provide,701
3085486,765,239,customer,917
7134301,819,782,impact,69
10899982,484,418,threat,50
2994004,293,69,at,13
1179562,738,375,call,973
2064559,659,988,form,389
4007383,454,992,election,337
1642111,34,358,under,438
1734717,313,251,enjoy,514
10791783,574,437,hard,652
9757539,724,535,name,428
10920011,192,45,fly,333
803559,635,905,away,557
13873789,404,101,money,604
4601951,499,207,few,970
16415862,535,940,cold,981
6240435,637,880,house,118
3484523,245,114,phone,79
1332139,35,917,charge,445
10967255,180,526,attention,600
10265914,434,427,magazine,148
12088312,983,370,fast,928
5963944,367,778,certainly,595
10365273,753,106,thank,68
4622733,822,536,particularly,466
15512168,79,459,measure,856
14765963,958,520,focus,284
1669179,116,431,civil,569
14588074,318,605,side,809
9643394,793,428,miss,278
8219842,763,544,sometimes,41
14409342,674,385,operation,552
13164359,191,220,he,94
12444645,432,225,forget,215
15971925,212,320,travel,903
13692044,728,83,probably,260
2652459,260,45,human,169
3928759,723,873,minute,6
12670996,425,819,explain,698
2209777,991,263,agent,613
7691986,436,325,all,324
16000315,187,721,hand,560
11323593,453,900,rate,405
16298264,193,747,heavy,984
14410030,473,843,begin,290
432169,995,451,entire,141
9945705,733,949,particularly,299
7127524,450,67,still,648
10303013,787,695,movement,978
11663353,434,833,participant,481
7583763,776,147,politics,260
12748060,2,551,pattern,513
14997157,831,83,month,123
11652958,469,642,approach,634
5504004,582,148,friend,471
14280353,436,957,travel,958
16506029,791,395,across,405
2591098,787,120,hold,996
4170567,604,576,become,60
11770172,275,531,sister,810
8213826,744,952,program,682
13401610,238,891,meet,413
2210506,988,19,information,543
5652803,888,575,level,119
1284488,89,463,teach,338
9784046,583,893,politics,181
4585967,96,124,successful,510
7204611,924,781,reveal,409
9663184,818,744,develop,202
10007604,223,82,where,932
7196209,597,446,style,890
8080823,37,239,want,716
2832555,662,783,sing,575
4698084,62,396,possible,180
2899128,239,290,could,160
1187402,122,295,grow,149
11934187,83,54,clearly,264
1831743,867,316,film,874
12613460,8,603,remain,405
208251,31,660,crime,755
8550122,864,352,age,505
15392159,974,373,second,995
6343309,645,841,eight,563
7109643,292,240,focus,672
4322594,574,611,probably,365
7168337,24,846,available,319
10444475,677,114,help,189
8924257,811,430,never,652
8240183,239,248,but,601
15309285,850,536,during,135
8012272,994,687,political,722
15791971,711,448,politics,529
15166566,450,922,decade,461
2899688,869,840,set,265
1303393,829,738,around,640
6681974,525,612,interesting,279
264759,772,644,occur,633
9922896,207,881,sometimes,431
1532155,42,357,agency,965
9429614,645,936,customer,936
16777701,916,168,television,352
16413426,970,21,exactly,409
11652150,386,266,article,43
16308924,37,448,entire,366
10167945,171,396,guess,481
11557725,496,495,might,416
652177,54,127,half,666
16713009,461,400,price,160
11834054,282,471,audience,557
1885019,946,353,task,346
12430642,555,683,floor,230
8011021,140,247,issue,211
4308679,835,125,sort,839
8607124,199,447,believe,375
2365087,308,25,name,764
11903437,294,470,themselves,634
8952018,549,286,cultural,959
16100694,438,284,they,235
8550376,375,751,chair,446
5237236,25,555,another,690
12359556,574,987,newspaper,982
9945864,272,933,short,467
9552088,203,578,note,340
15263600,86,957,raise,162
10082849,367,61,environmental,171
8989933,689,85,try,684
7189578,238,533,minute,945
6358676,924,69,throw,182
1038431,653,875,life,173
1465290,34,273,fast,292
6440740,689,425,free,850
3974037,249,161,financial,531
13407063,616,346,federal,499
14921293,943,291,ground,797
11396273,820,444,through,583
6307781,513,583,woman,274
1181300,741,803,other,871
16000174,859,179,pass,490
5350886,295,664,actually,212
6031656,700,743,a,105
12684712,979,835,body,693
11826746,89,731,write,931
12645616,372,446,performance,735
2441366,572,11,avoid,733
11633984,375,221,its,323
11509944,282,391,population,361
5468859,836,874,rate,774
2477947,832,990,traditional,799
8553065,974,978,return,819
15609755,848,526,local,276
11418018,770,332,consider,596
14980168,207,157,thing,179
10882564,250,153,various,937
15254835,972,918,over,847
13281668,295,931,thus,588
12435385,950,564,present,130
6440740,70,631,assume,657
279715,801,649,interesting,812
12578860,862,305,difficult,924
13679344,889,268,similar,17
7909530,306,959,hard,498
829071,794,166,collection,842
10236393,22,621,positive,625
14818060,624,677,available,682
5809259,653,546,accept,394
10123712,654,84,world,610
7290113,800,633,likely,490
7177371,865,405,size,345
9220107,864,642,evidence,441
515294,292,531,picture,559
13422862,756,428,million,457
5316177,762,870,south,508
10161423,756,896,loss,4
10769166,42,232,resource,368
8043511,38,491,someone,834
671786,161,428,interview,146
10454126,425,682,movie,931
10382735,898,434,technology,649
5800268,101,580,through,595
1413448,607,648,operation,384
4915099,247,541,development,486
2457112,983,685,when,484
6542335,339,286,make,135
7491050,506,136,maybe,112
2307501,3,566,expect,216
7030653,861,217,once,394
2000942,415,626,no,534
4067436,30,649,plant,756
11103940,957,400,hospital,628
6392723,666,182,dark,379
8923126,525,43,also,193
12594585,70,571,money,276
2067458,609,172,produce,327
6213639,274,657,current,221
13484907,514,720,poor,515
14025887,666,824,contain,3
2775895,967,831,see,161
12145352,6,283,middle,411
15362240,869,992,organization,431
5584006,261,760,fill,773
11595631,246,699,where,208
10968148,954,8,ready,522
14137977,877,761,later,621
12615126,600,180,seat,733
1065826,662,76,group,870
9204322,248,473,phone,193
4770483,652,8,campaign,160
11198199,750,83,positive,705
9391762,936,997,sense,407
14854261,401,673,might,848
1055126,738,335,fast,802
12768737,942,255,instead,80
7986023,517,158,white,458
11042746,485,167,give,334
1278670,720,678,edge,249
2043088,56,670,player,663
10090791,796,65,who,650
5554074,320,582,various,524
12940629,18,386,pay,844
3841738,999,390,maintain,589
456926,51,322,despite,283
5938845,804,765,space,927
9662616,97,256,all,202
9932882,613,329,seven,683
13428248,142,978,forward,631
14747280,173,852,age,35
7138428,765,987,husband,272
5170646,965,514,person,991
11088136,931,444,PM,42
16553912,136,342,pattern,464
8867336,979,23,wish,733
5549058,604,767,perform,287
16208430,186,450,idea,365
9546625,914,535,letter,980
3515364,928,638,happen,239
3659604,747,967,eat,789
6768217,796,654,pattern,873
3135878,596,112,quality,350
3669030,880,179,teach,300
7378719,863,713,company,956
4520231,845,514,indicate,244
15679258,207,371,between,783
11675807,9,990,age,571
5397837,492,385,learn,165
10867653,945,437,personal,44
16416777,887,478,benefit,624
12804733,346,607,foreign,626
11805321,890,960,large,607
6987623,127,247,land,963
12202016,275,615,red,929
10953168,346,166,crime,924
3677164,919,970,manage,406
6543702,741,3,role,802
3641225,112,656,word,637
552379,304,761,guy,480
2851879,854,121,itself,158
2175661,121,260,situation,677
6477567,765,232,key,758
12933846,961,84,teach,469
13208073,259,265,travel,22
60825,629,277,term,322
12119265,467,125,allow,548
13355213,718,335,money,432
1145575,940,388,sister,336
4429576,258,863,result,477
13468052,362,976,piece,582
11376321,195,440,cultural,293
16289346,969,561,player,771
14264152,224,168,western,98
2437997,175,918,young,478
8548382,445,996,program,828
14145171,565,857,stuff,428
11926697,164,729,would,864
785725,862,789,laugh,264
5297851,34,524,address,847
6621463,125,37,center,583
11514830,755,384,kid,80
