1147043,625,before
861373,347,far
930310,834,require
1060648,496,common
905076,577,shake
1083162,41,get
1046520,296,bank
636485,99,break
629699,644,mind
815179,100,fast
781192,600,include
906242,162,official
475532,556,start
841743,196,lot
896145,398,between
1052044,893,oil
1258521,104,star
1108692,589,risk
1148895,328,become
780060,87,like
1297693,259,artist
406943,553,audience
1128227,688,arrive
1210565,400,necessary
524210,504,poor
975645,864,scene
547259,67,beat
658589,149,avoid
763420,232,most
970318,668,vote
542106,325,fish
326603,161,run
330785,511,resource
317307,94,ago
728607,544,his
805284,652,energy
629375,320,source
752024,247,perhaps
330868,565,ever
376242,267,kitchen
1097261,422,plan
1070709,36,value
1205968,517,base
712012,214,at
853370,231,thus
675953,12,accept
554697,919,white
681746,4,move
616509,911,air
1066008,751,activity
593831,200,southern
493975,555,produce
460925,446,side
1085838,825,blood
1149783,963,early
1199212,244,difficult
466314,719,fear
725819,325,well
1281334,794,sell
1295445,210,or
1131233,395,military
685256,142,indicate
737788,18,door
1045557,721,central
1243412,43,great
1248187,139,work
1287049,856,play
738559,455,surface
948268,934,mouth
300710,760,teacher
1289177,403,unit
1202752,416,interest
509828,978,wind
748182,824,recently
1309209,613,business
465985,108,those
602163,28,real
675406,186,agency
568442,948,notice
820027,298,other
954439,613,activity
294296,624,official
910156,311,situation
833570,797,character
760523,546,challenge
1234656,617,rule
761646,495,girl
1116773,90,find
555686,406,loss
1178407,537,culture
1259078,758,be
548190,529,those
782911,494,analysis
1138515,640,role
701776,261,attention
1048839,993,possible
590997,589,never
494379,120,area
440054,265,for
832411,380,two
910529,954,less
497044,701,point
618646,378,hundred
1294266,110,even
896785,832,international
1244351,707,debate
1013762,477,three
285081,648,four
440460,25,line
480782,853,they
438201,651,heart
1116533,420,risk
447618,781,share
1231471,290,back
1146492,345,painting
665184,913,around
907220,653,different
1199065,657,game
475758,951,kind
946034,622,fight
387887,33,season
413760,656,reality
318609,178,trip
320681,839,soldier
402042,776,necessary
597213,761,able
1013459,886,worker
810282,697,relationship
697718,695,born
302035,708,event
1313888,648,develop
1040980,318,magazine
595696,58,world
633583,11,his
400507,576,along
1074340,80,quality
888123,834,if
816060,216,professor
412085,37,by
587423,35,mind
438043,482,particularly
971621,97,can
1125145,132,about
975270,487,international
427818,742,art
741608,339,follow
830984,487,size
951273,283,market
1313830,820,sport
492106,18,air
951969,517,across
938380,166,cost
1105617,60,standard
749304,36,site
538274,725,specific
1081085,629,fish
824631,267,over
321602,996,play
843803,781,while
1204578,705,activity
377958,511,suffer
594272,204,approach
1197025,36,conference
467380,183,large
705240,21,give
673536,849,kitchen
1211178,604,recent
1035559,271,enter
1004259,277,brother
677015,32,follow
493342,21,before
489412,222,five
1221265,491,region
345932,950,management
754191,180,modern
1295311,637,coach
490253,433,old
875761,897,memory
873780,525,ability
1109735,432,information
674276,875,chance
569694,13,region
1048209,276,ever
387283,387,medical
1086763,54,add
699792,41,authority
1181185,461,interview
1048660,542,success
878958,971,mission
1218853,35,type
760910,676,child
596711,215,recently
350620,511,guy
482493,261,national
790183,862,generation
970006,414,would
908094,771,down
335385,230,thousand
365256,541,back
918436,108,few
465497,7,eight
1045392,300,bill
700232,15,begin
367668,118,late
815250,264,by
939009,14,quickly
1159727,803,easy
419004,655,either
1049528,698,must
1043714,103,describe
897902,40,early
1031797,504,draw
1181864,511,cultural
1289037,390,determine
776248,588,seven
