1186768,2,few,final,549,961,left
1044255,815,provide,identify,956,718,structure
1286252,310,appear,thus,966,158,Democrat
729059,838,cell,including,81,881,example
507870,420,even,professional,263,5,mind
418744,358,wide,even,186,960,pay
639854,298,friend,leg,284,991,play
528904,78,garden,film,116,87,camera
843928,554,federal,create,319,473,figure
602606,244,myself,citizen,435,553,head
429238,587,front,here,511,984,test
767388,247,though,some,787,909,other
510740,892,suddenly,tonight,61,90,do
1287580,284,light,interview,158,759,learn
649569,168,development,note,633,307,water
462197,881,know,nature,116,327,painting
770726,36,edge,bit,860,912,describe
952342,805,left,really,249,534,work
981234,924,imagine,rather,418,920,far
823678,590,happy,everyone,200,373,employee
764903,969,street,raise,409,983,feel
1101291,977,think,the,791,960,stop
304751,664,agent,return,363,611,take
574419,709,type,trouble,265,233,conference
312921,894,range,particularly,665,907,window
619699,526,week,officer,754,388,region
735934,583,picture,by,473,710,good
673775,745,pass,bank,26,1000,believe
1280833,497,face,because,754,407,half
478016,308,town,act,74,401,nation
516984,408,team,kitchen,100,81,ready
395868,256,should,prove,785,85,week
622978,148,analysis,support,57,140,pay
1009430,12,listen,behavior,172,902,plant
930032,133,marriage,customer,681,394,accept
281908,503,reality,agreement,700,172,itself
1207200,176,the,page,40,123,live
937895,531,mean,in,519,694,fly
790919,738,hospital,under,277,533,management
406826,657,tell,ever,13,615,sort
394160,173,event,itself,439,478,best
779549,838,beyond,series,66,534,relate
382584,464,current,hard,223,842,study
859351,379,recently,stock,925,20,community
1158416,866,beautiful,poor,957,537,take
851174,533,summer,know,325,754,value
389768,940,animal,couple,761,711,less
365173,382,score,culture,988,950,fast
378052,840,east,happen,922,231,magazine
344040,783,hospital,paper,483,252,increase
901495,296,actually,lot,863,91,total
448037,276,sometimes,tend,186,473,good
318907,544,toward,amount,956,144,debate
517370,828,compare,cultural,979,935,amount
808387,496,how,scientist,582,483,with
407858,279,energy,paper,170,184,cup
941090,570,six,this,767,4,nearly
1241520,724,guess,catch,646,926,past
627387,934,want,office,567,808,forget
607175,812,of,radio,940,924,open
457374,208,buy,animal,479,665,brother
638003,1,feeling,attention,924,288,draw
486738,536,line,assume,511,367,expect
1231132,972,medical,unit,515,662,knowledge
516067,396,case,bed,533,964,soldier
1047009,566,mind,place,149,764,cup
909798,90,remember,never,893,424,soldier
1272951,382,news,take,767,528,several
1085948,27,season,mean,815,4,nice
391008,595,she,style,399,518,exist
604061,485,time,care,478,35,relationship
684443,791,capital,role,688,814,activity
1102563,265,tough,morning,574,998,some
403804,600,believe,notice,214,299,move
463269,876,since,experience,752,345,growth
964619,500,worker,far,800,943,design
884375,977,wife,option,684,631,face
1105718,915,nor,present,427,317,maybe
587860,551,central,sing,884,31,sport
1062839,517,west,physical,520,15,fill
1161402,989,worry,not,860,350,mother
1273972,111,democratic,entire,469,71,building
1131360,434,result,ball,400,852,pass
402680,225,physical,top,8,459,recent
800820,300,institution,foreign,873,782,choose
536043,323,fly,while,886,901,center
969181,495,remain,here,725,268,personal
850265,644,song,great,464,113,senior
886188,514,important,matter,134,145,just
977642,707,camera,or,895,983,class
485910,868,all,pull,955,603,result
978715,240,point,war,447,233,statement
1002968,587,speak,already,496,666,democratic
657789,211,dinner,stuff,675,563,total
902644,528,son,kitchen,5,864,especially
651622,661,season,Republican,534,945,moment
1005930,793,hope,summer,839,123,away
821069,379,media,individual,223,109,director
949049,532,decision,dinner,656,564,somebody
347681,178,the,per,863,744,movement
1251544,153,course,too,941,61,partner
1077058,67,less,machine,164,340,former
815608,954,to,produce,687,886,summer
695288,469,PM,many,845,912,against
588368,657,peace,TV,761,461,collection
1154848,76,media,decision,862,625,natural
1192322,988,they,player,149,248,better
1267270,191,apply,player,834,267,feeling
1094065,560,attack,space,621,645,prepare
1276508,591,less,ground,37,570,wall
491305,416,somebody,lead,357,31,need
606361,349,far,already,600,616,store
1177681,260,find,style,334,955,issue
1210660,902,energy,risk,807,759,strategy
1146753,968,bar,red,906,398,lay
1017372,727,million,me,769,911,something
1314560,140,worker,agree,980,28,talk
851367,194,range,here,2,789,technology
1025130,14,walk,future,750,112,up
1249350,675,deep,camera,64,550,during
1091930,197,natural,cause,907,937,push
634522,75,old,finally,478,646,imagine
999076,638,education,collection,647,984,base
707936,620,right,my,176,206,free
389780,671,election,stop,270,27,perform
566087,943,case,technology,753,245,goal
942170,238,worry,military,766,120,human
291279,642,behind,home,897,152,pattern
467333,618,middle,industry,984,524,morning
1142586,682,bring,age,434,141,wear
753541,645,assume,standard,137,108,they
280700,358,not,guess,716,238,prepare
541121,143,wish,save,14,900,share
579843,114,than,lead,483,747,admit
667916,81,value,soldier,365,565,street
1010388,105,add,tend,68,808,indeed
1115229,732,marriage,become,160,850,amount
489706,398,network,interview,251,829,collection
522905,199,day,record,789,136,support
683965,282,bring,produce,257,463,help
714730,382,family,daughter,827,824,arm
288397,123,nothing,national,225,616,during
1296437,1000,wall,bed,143,286,society
1079957,382,follow,next,747,627,floor
887849,73,property,cover,43,125,tonight
390887,939,big,over,913,838,help
1251654,770,low,pass,738,486,forget
1106305,877,seem,ever,976,71,shake
822556,95,social,fund,941,655,she
302987,469,stand,lawyer,42,59,onto
463476,646,your,yeah,267,209,smile
387282,692,system,may,226,961,issue
976803,771,example,policy,503,162,parent
1002227,810,interest,indicate,74,967,development
1274067,343,by,effect,304,766,itself
935920,129,notice,impact,590,211,sure
1127484,320,goal,up,249,771,about
874638,472,which,wind,921,332,today
673864,824,enter,prepare,129,305,check
534159,513,cause,respond,917,274,everybody
478533,695,subject,certainly,451,550,read
683285,545,job,they,10,940,drug
302142,110,expect,easy,299,834,focus
571555,271,rock,chance,60,534,yet
321803,592,natural,red,193,627,wish
683388,484,three,care,200,682,current
718941,483,affect,blood,489,99,so
862893,802,month,may,201,133,deep
415027,191,easy,blue,525,47,wide
687138,709,throughout,shoulder,963,821,drive
722440,452,bit,free,192,590,central
905188,712,ok,discussion,921,913,somebody
290119,592,even,enter,726,185,system
835407,156,three,candidate,28,24,particularly
1086203,141,red,give,825,297,action
1229368,445,expect,form,27,666,although
1103546,975,more,culture,761,701,agree
439492,792,enough,allow,763,678,in
379760,626,like,range,810,835,oil
956760,240,necessary,question,71,813,behavior
1088497,248,dark,to,285,577,pass
1242154,464,defense,laugh,680,967,rest
961400,363,window,politics,635,180,reason
559084,766,catch,here,76,567,consider
398761,464,author,surface,609,519,find
1311973,742,tough,early,980,548,space
1295407,494,week,employee,835,84,give
667513,672,short,many,918,902,instead
848500,152,election,building,18,407,course
299791,557,from,ability,43,249,similar
447571,546,together,soldier,215,767,old
355606,934,actually,eat,756,397,view
1265801,773,blue,economy,183,581,generation
947069,155,hope,health,823,717,people
1280707,453,whom,able,33,582,table
1181807,171,item,black,728,320,man
623248,5,owner,data,662,838,across
670591,477,deal,place,888,224,cause
306742,696,production,scientist,38,315,woman
315425,935,say,pattern,104,181,growth
346439,225,hope,ability,229,688,region
1212222,771,west,during,963,900,box
665524,982,at,benefit,639,948,shoulder
752150,51,owner,inside,348,664,character
925075,684,interview,fast,481,652,really
586714,564,role,together,924,72,tax
724081,103,listen,almost,341,14,that
1271764,558,man,take,41,191,order
476796,953,girl,event,690,351,may
1261659,232,tell,call,785,572,worker
943411,926,name,impact,791,5,forget
521346,454,newspaper,page,720,659,story
1101670,336,bag,interest,496,884,suffer
791629,627,buy,believe,48,192,education
575035,249,serious,concern,786,321,identify
786601,385,beautiful,miss,62,16,level
791828,770,human,prepare,338,690,good
869921,891,guess,significant,620,565,involve
839849,521,claim,Congress,144,655,lead
569982,672,ability,green,728,891,big
698303,243,now,really,136,798,argue
336165,91,necessary,condition,172,770,success
764098,996,why,suggest,762,783,can
791836,69,nation,standard,664,987,represent
1074072,584,tell,data,596,339,mouth
1264594,909,wind,present,901,456,exist
1082764,300,interest,ball,738,559,executive
819576,630,five,a,277,772,week
1276925,645,happen,seven,375,650,room
758475,232,specific,imagine,526,908,open
1175184,879,let,family,812,816,measure
1058747,279,lay,remember,679,905,election
869591,61,avoid,enough,402,732,record
564486,297,group,maybe,601,569,best
706944,737,last,any,519,49,answer
397003,118,must,stuff,95,658,various
941303,842,according,figure,442,356,factor
699415,18,son,play,20,802,against
415564,503,especially,produce,497,473,hand
853017,551,that,every,380,435,fast
293861,697,miss,push,325,402,leg
1159941,951,until,place,101,372,much
866717,619,someone,suddenly,315,436,nature
637190,257,wall,security,546,741,exactly
792423,18,benefit,ground,743,796,he
1261144,857,within,short,574,413,win
700288,724,by,beyond,185,752,add
557801,907,together,may,41,104,never
1281490,378,maybe,sort,343,535,machine
874161,670,the,age,965,740,guy
1130656,503,safe,his,805,366,machine
936423,98,campaign,visit,801,646,ball
740813,496,particular,ten,362,658,statement
727922,232,necessary,like,240,235,make
1213461,556,include,start,308,303,according
1174428,544,worker,place,461,69,oil
780489,240,also,manager,472,327,ask
283732,918,budget,hotel,197,169,director
388232,410,oil,by,345,12,ground
957077,585,despite,everybody,138,39,street
500275,990,step,improve,152,786,recognize
1226510,944,effort,speech,859,578,society
1242785,515,let,north,559,771,space
498156,329,occur,about,189,366,drop
1226518,989,black,either,946,752,senior
797384,510,age,decide,788,359,push
1158712,919,wrong,assume,165,286,attack
715373,946,sit,difficult,45,292,throughout
852664,306,number,until,745,422,last
1016968,275,receive,old,406,361,defense
357105,876,art,general,537,212,always
750237,885,other,catch,722,547,feeling
802051,608,campaign,environment,774,78,day
407777,759,especially,seek,758,29,wear
439785,103,husband,old,221,197,almost
1277099,56,adult,traditional,594,153,they
1208722,707,see,fight,343,650,serious
1164280,646,energy,either,987,609,score
1024088,759,that,take,664,383,option
658963,670,how,mouth,126,387,than
764348,893,follow,firm,876,133,if
874527,210,likely,vote,750,801,born
680985,228,site,rest,958,139,research
653422,435,reflect,goal,976,287,start
1246947,608,me,go,381,883,TV
767645,460,think,guy,8,150,official
1079558,400,back,ten,695,18,suddenly
1124818,380,gun,picture,758,582,open
883684,8,necessary,huge,111,966,call
698384,534,be,science,195,959,land
1048674,46,approach,either,170,367,well
920654,67,during,student,423,514,out
294126,767,throughout,least,462,511,feeling
293507,723,read,seem,31,516,PM
883376,698,enter,seat,125,556,lawyer
718263,601,yes,production,178,302,example
441643,70,nor,bring,386,205,from
1276746,987,concern,themselves,215,572,former
1106136,69,while,key,865,39,though
433438,150,step,second,213,648,thing
340188,774,score,country,858,125,institution
876222,602,more,real,400,420,today
521930,874,charge,food,335,187,poor
725206,585,doctor,recognize,178,104,entire
1065847,998,a,manager,494,555,little
1019036,99,probably,office,189,62,performance
997869,876,few,discuss,923,38,hand
328954,407,administration,issue,913,998,may
1073823,265,movement,down,680,240,town
1175849,785,far,why,631,761,tonight
1204099,582,thus,help,227,527,offer
1135001,622,detail,require,59,888,popular
901709,227,provide,there,784,566,explain
501079,346,trial,bad,423,832,dog
425576,31,charge,cup,676,395,task
1264046,359,place,page,276,889,despite
504482,222,theory,gun,91,839,health
1057191,72,page,hold,343,249,side
1173168,219,standard,black,965,545,how
1308372,652,first,concern,560,304,add
1173149,61,customer,before,983,578,require
869329,499,seem,dark,263,848,exist
693978,121,far,large,216,148,must
431905,595,establish,project,38,592,third
436578,49,nation,provide,161,24,southern
535320,119,present,between,175,943,wall
972195,505,collection,mind,908,250,determine
490924,181,into,boy,227,966,agency
1020043,817,argue,measure,65,82,pick
421851,372,despite,because,491,715,increase
885710,472,same,already,478,777,fish
297539,360,be,scientist,33,9,physical
386162,308,better,free,954,359,become
718495,372,matter,common,557,498,else
563315,732,foreign,attention,585,792,power
549156,941,here,possible,401,456,share
681703,752,per,themselves,266,186,part
604539,359,difficult,participant,789,858,western
851236,296,build,authority,390,896,especially
1049560,99,girl,political,665,862,enjoy
718850,202,white,someone,4,150,answer
701967,501,provide,inside,200,745,purpose
1036635,493,a,finish,37,348,worker
460763,119,process,will,683,916,listen
366783,689,thing,worry,651,786,rich
1274824,877,majority,over,542,780,many
1020912,745,energy,financial,653,46,necessary
808399,48,event,offer,860,561,paper
1057993,75,hit,work,450,459,tough
1009009,122,parent,significant,376,726,without
376292,300,art,window,361,697,we
428725,866,option,take,645,179,cultural
633972,269,suffer,machine,81,103,see
940430,2,hospital,local,907,878,benefit
662849,232,behind,lawyer,847,552,sort
475074,390,thought,land,894,994,tend
866727,438,always,series,234,493,stuff
1294434,325,protect,ready,591,21,oil
1052855,810,get,pay,844,234,by
1091380,174,sense,sign,566,360,government
815845,80,generation,even,142,535,her
1220328,151,garden,effect,793,926,customer
506507,918,stay,low,697,629,than
825925,544,learn,hold,285,986,past
1164862,892,stop,bed,283,729,practice
1269968,546,consumer,employee,896,993,whom
375040,721,seat,daughter,239,928,building
456503,527,force,around,524,960,already
482157,377,behavior,east,796,87,television
483736,777,west,set,48,953,mother
534662,450,significant,recent,496,301,agency
599065,652,after,factor,856,609,item
688992,386,majority,budget,561,513,treatment
1265584,302,air,start,578,817,shake
659590,657,social,toward,345,953,meeting
458520,164,industry,without,593,645,pressure
759067,230,guess,involve,360,784,language
898113,809,book,bank,827,284,prepare
1071572,515,market,people,973,210,recognize
609004,988,serve,money,447,790,dark
1035321,765,modern,public,863,351,crime
1209763,133,last,join,189,919,factor
668470,58,prevent,space,470,698,ball
508735,255,could,conference,922,729,window
302954,897,perform,manage,893,697,nature
875608,986,these,business,832,476,member
465944,752,voice,rather,823,902,force
977483,46,data,deal,489,645,but
1074251,996,pick,ready,402,331,positive
784657,403,on,professor,216,589,another
358954,936,much,surface,363,930,girl
1278604,42,road,write,637,995,young
701455,199,rest,meeting,456,781,market
960970,576,cause,bring,918,936,official
858292,243,should,small,880,706,itself
573346,126,population,north,551,118,majority
638548,549,different,fish,374,253,environment
1102884,667,new,environment,936,741,perhaps
721969,134,she,account,487,147,let
1083422,148,pattern,that,30,315,nothing
418724,947,eye,few,966,71,decide
525247,1000,though,grow,913,911,money
723611,289,doctor,medical,420,132,high
928363,773,box,draw,338,329,walk
947561,801,study,trial,81,157,eye
827232,148,sometimes,like,278,687,just
626140,820,trial,west,706,796,husband
373358,517,pressure,alone,642,464,standard
1241370,94,cost,reflect,97,741,population
786638,51,stand,turn,662,987,early
649907,697,young,society,754,940,him
298954,97,member,teach,839,776,might
558587,867,enter,various,45,648,standard
866540,234,about,ready,883,747,hot
309115,429,thing,present,729,842,friend
971561,307,television,food,235,392,kitchen
1110541,415,unit,reveal,893,966,understand
573608,146,political,strong,311,273,bill
485202,133,fast,relate,861,160,line
748696,419,road,just,46,229,nation
513838,334,religious,city,273,907,theory
1055221,832,court,grow,884,960,sort
1092459,45,nearly,body,827,808,author
562834,185,school,difficult,400,759,charge
733191,585,prove,message,842,704,very
703564,374,play,without,573,991,culture
451128,503,tough,interesting,796,531,about
678552,321,message,issue,660,992,economic
716141,273,represent,executive,368,580,maintain
622601,364,wife,reduce,789,282,suffer
481325,766,whom,though,40,181,free
743636,34,adult,whether,842,85,house
1264389,817,enjoy,put,263,15,manager
794078,19,carry,him,895,4,experience
399122,50,man,work,27,893,decision
445669,402,traditional,want,714,975,television
281737,774,me,itself,36,687,race
966738,139,also,a,789,490,role
758437,642,beat,common,27,515,consider
1190294,646,institution,state,345,116,low
496028,957,shoulder,raise,924,644,almost
710981,511,treatment,catch,781,709,employee
1217262,425,head,word,562,452,sort
349167,931,behind,vote,404,866,may
774307,744,kid,development,992,313,game
686048,669,court,could,589,764,look
1173426,26,receive,us,939,221,them
1053083,37,beautiful,bring,974,545,budget
1184618,962,particularly,best,809,629,market
525667,645,matter,name,931,218,college
837574,851,they,network,128,972,week
