1287249,733,employee
669320,131,others
1203359,380,result
1088430,417,nor
804910,649,town
433150,624,really
687140,588,position
1068873,945,high
858961,122,apply
452702,202,factor
536643,571,top
1258932,734,it
833359,791,Mrs
916594,659,win
628208,881,series
732421,591,maintain
689297,482,attention
710234,27,son
797111,617,soldier
389092,858,environmental
424093,71,true
994037,87,represent
609110,127,or
1169623,565,television
1065222,349,least
1144610,281,history
1158869,325,institution
1001948,391,future
405049,257,catch
978251,511,cause
828569,873,best
1036755,313,this
1261036,308,pass
424913,161,heart
573546,569,word
529080,860,this
597828,83,type
1027944,152,ground
513781,373,war
549705,976,yeah
820189,454,may
629800,373,stage
412927,597,culture
1293336,245,instead
520227,722,life
510027,318,ready
1220727,586,time
914454,481,another
701847,762,the
1235375,412,recently
527414,77,feeling
816653,894,edge
728872,435,picture
312137,4,simple
1113328,396,east
340603,566,yet
1147229,266,half
1083903,911,spend
661511,829,leader
1311814,383,into
1186072,336,reduce
717316,885,response
1069194,816,theory
740135,606,right
1038345,232,area
835945,586,group
904398,783,reveal
373575,498,week
1194307,281,interview
755626,378,relate
1100236,219,participant
646855,56,per
369042,325,culture
504041,681,world
1082905,783,bank
1196161,879,example
983320,790,issue
689994,170,wear
503573,863,front
1285645,594,maybe
866505,585,low
1300782,809,suffer
1134207,475,let
1230398,955,manager
1196714,905,knowledge
659253,307,eat
1294411,735,season
585673,800,group
1215673,679,Republican
380171,107,meet
1135453,445,natural
789716,782,standard
926816,22,draw
418443,258,smile
969240,753,information
844833,604,time
1019591,334,where
1221926,508,benefit
451358,948,test
1151196,386,source
1108981,101,garden
643298,909,tonight
1155108,359,half
585339,508,road
452171,470,trade
775026,155,hour
1018295,970,environment
1019709,403,girl
956098,719,theory
1226419,474,money
693437,239,treat
1311231,509,music
772046,539,why
517456,713,describe
1011529,556,none
414002,922,sense
669442,894,sort
651150,971,second
1263428,528,human
1208354,438,happy
347535,735,fly
902816,857,point
987065,488,decision
353568,334,generation
1281622,764,strategy
1064531,251,not
503052,102,exist
898465,657,on
1227754,719,above
390340,480,these
634676,207,will
359584,449,none
556863,516,hundred
341015,389,may
1174344,798,himself
958127,9,education
659622,880,develop
395318,143,education
644089,633,dream
628506,89,six
442432,573,question
829561,209,system
302028,220,sing
1245101,712,although
819736,435,ten
780534,615,role
511341,946,large
1027168,760,better
604388,393,test
1013585,169,clearly
986419,871,among
281378,532,commercial
1265371,872,clear
1197870,647,senior
