9511490,37316
9064406,12178
3929211,100636
12400713,30138
9333547,82315
4753298,124455
9354384,127728
13026195,13361
16352018,67375
12260554,54641
7749683,56230
7191053,39740
15411753,137989
474115,91859
9879180,106887
3721559,87662
2120429,23077
3872566,139904
1440930,9381
6682253,58165
3354319,88118
5723653,94959
15881246,130575
3712244,37373
1608488,67174
158596,74647
797394,89142
14428203,24743
10864107,22862
14791345,55971
3457381,17850
12765120,74924
1491489,3934
2870044,41433
5545342,31633
6321050,113244
10995165,88286
3238875,121401
2770960,24156
15199305,11860
2017440,84758
9875707,481
14511680,71691
2977752,107681
3599351,135908
2794551,125917
13992055,133792
1078188,102150
6098817,90985
12260470,13305
15370344,138787
11109960,55942
3114044,136543
3684244,129204
14416372,37647
2801421,25513
6599248,70990
3095872,29932
12170520,138315
14754180,127400
15668741,19441
15850917,53199
14501330,130525
13362401,74616
10871917,104868
2067779,22492
3476637,21249
5079890,17610
16416756,132351
12453439,78038
11119121,118142
2557469,54948
13115180,119
4557844,34513
9126901,43069
15963839,10043
3706467,66395
15937594,14794
10761121,57954
607242,98706
1366458,80089
16225348,25007
3764805,93947
278074,121326
5606365,14304
16725937,24076
4276245,95306
1620246,79271
12241965,64424
12467384,114784
6292456,139283
105680,81083
12084633,46248
10824353,62724
3743953,56569
8717204,62672
6944585,70240
6971051,55833
507729,134741
8314062,16819
1436249,44496
4382779,73725
1595553,9530
2949447,40666
16652985,114511
11743534,25936
7704609,13674
6532116,3305
6402145,28764
3126447,66944
3885645,123240
11074230,123738
13251535,31206
4227894,109021
3658262,55160
5398930,122072
5667305,53702
5660137,90637
11061921,51075
11808260,60672
16648956,91110
5260483,98156
6641678,45381
6194062,3791
787653,65273
4228064,40502
4017061,5800
764334,67943
8452492,33336
2972720,70499
14904817,94161
12714232,54743
6599690,46182
4048484,30280
4688341,79759
9823834,93760
3660165,79628
9639912,27716
13088930,133378
2219671,9018
11221718,135586
14179364,4720
3540345,120078
2350147,72701
13675967,66605
6098738,20678
8566061,71353
11027898,537
14202008,80176
1300451,53684
9589073,135408
2723133,23393
15580720,102013
959014,133153
3896876,33996
11772589,112909
13149501,3229
12380570,91013
3083146,70658
16440098,79935
14138164,102481
14813982,119324
885776,83197
16559536,26610
16791787,131195
6540287,31775
13910553,61330
3184067,111728
5682382,124100
11614482,113253
11400100,104151
1299794,116486
9467734,115290
14199201,14476
14042303,96511
4317850,15406
15338223,94315
1020590,91142
14408390,49959
7324410,108802
1171945,7165
5877495,46749
12987234,99630
6905488,2942
9816527,42865
1548067,124786
12083899,103821
6863598,20413
2248734,53140
308743,11319
9241079,23772
4008237,99207
13341845,22084
9988747,72208
16672603,24100
13347985,11187
14289805,76980
13688328,63933
11088179,33614
15260332,41158
459630,94363
1716494,26767
10191968,10473
5132884,60700
12179315,6266
3009358,46836
4747245,56591
101820,64804
14120350,72283
6331672,134106
4626090,98547
1330677,138242
5202029,47899
353940,36236
8202055,128619
5780844,15727
9825586,51518
3561905,105592
4605588,113314
11506847,33472
15605265,130458
13357637,26468
8749796,136974
14128811,1686
15822234,36555
10604963,74253
9981736,107286
5487142,103888
14830114,15748
16751385,39362
7468121,125213
9318336,91902
15395751,3999
10252943,139427
9061208,115997
4977102,10191
13335705,36577
7997759,110642
1087369,31139
15097783,86855
5818086,43424
16460719,84131
4021582,9280
252727,44219
10670774,30083
12023581,12599
10134000,90312
459277,80619
5483156,106099
10727260,52153
11116153,115545
1561752,9444
10565466,97531
7224375,127487
11028882,125741
8240197,95163
6114732,95157
5507017,99584
15068880,95816
10896176,6405
6551433,41573
15669629,44805
5155627,31793
232165,88854
10737151,26268
6594066,58232
7510302,96816
3400278,130446
4587249,140
11428718,128010
12215591,81858
8308583,55897
9277559,112147
7759108,125125
4719438,7515
2359038,93818
7098423,68639
12498142,33705
1675678,130275
15197607,103864
16756460,22281
12902852,104498
2892907,54264
13456925,34415
14452631,52224
1745135,28752
3700765,54338
8917895,112044
15303010,46
3446483,38569
15965029,130911
5263923,59909
2149827,90926
11771449,9335
6778246,27086
16210815,132276
16123839,131608
3933618,67152
6040957,100510
12248451,43940
15389994,72591
10099132,100733
6552528,95386
16233885,87634
7769320,117543
6753856,68149
7198327,3035
9580240,11270
13123814,40205
4487695,27176
15637907,48605
11224428,132756
13424390,137067
1199766,79370
8045099,5225
16595438,74473
5670787,138047
16107074,27865
4204774,124008
14935509,19581
12426065,21059
13507996,18820
11887815,11384
12120994,105257
7656327,83370
13509688,130515
2481644,19655
16380778,71579
7149062,4092
7640384,116047
3466218,129772
4188641,1324
10672842,88972
4331012,66961
9633069,64861
402932,25171
15443741,82769
5914075,71893
14671814,136236
1010447,102033
4859613,31696
9404000,29540
10262900,129227
7811999,60241
8910629,91923
9262023,77144
16347171,102467
10838094,102493
523052,80958
910892,39180
14101569,129750
7769762,44435
9603332,34323
12094816,85883
9337719,51600
5407326,79708
3823796,32486
2390739,134363
727301,83335
15902539,1572
8510583,133313
1819236,6040
15571199,39332
9560175,59625
15738720,23980
7853765,133833
1420446,49144
5265685,63237
9371486,28639
4695649,20514
6965137,103924
15448377,100865
12800171,132604
13983232,13585
10130006,95726
3793461,122977
1593643,89386
1657244,61041
11791824,19991
8811745,83880
10450429,73824
15849346,87018
12571199,107472
4352836,65540
11797606,16947
3990544,135376
11603724,126790
1505239,65849
2662187,126324
12071823,66089
8153121,63263
14315444,32458
1853652,74133
7522748,24540
2836107,101315
16503996,134819
14369565,26285
15837224,125303
2520708,123437
2273424,100535
12647685,120303
14112952,107517
4142735,115454
937822,116602
16029185,83383
13146106,48466
9178434,5545
5136972,85772
3519240,125448
8831135,23140
9023145,21621
9631604,43350
13463719,101456
14609434,66640
12941950,94567
16786898,95290
12255345,38908
6869550,83175
704647,32559
10847572,101976
5702383,129274
4879914,134589
12529750,58571
10703873,16452
2494031,32163
2193016,10295
4518609,100346
5656946,28609
16102188,41464
7671055,97358
13253837,33353
6429384,129168
5112677,56990
7732307,103527
12228087,80143
7339122,126544
2465030,52630
10738602,44887
1433791,92897
8605184,45691
4417182,18736
7339270,16172
16258416,121974
10276969,96387
3490448,104689
9138087,39888
2621009,50784
