38035,626184
18366,508568
63709,1063576
7074,1290426
6652,760295
52699,843687
27620,979273
66791,485862
29191,288662
61012,1313803
72233,376361
5547,1277671
70823,858810
49586,519634
8776,456211
28477,1273507
27575,800916
60509,814027
68854,1088373
20514,694022
79539,562126
70085,295518
75619,961085
17665,1192406
66226,728204
66372,546586
36634,826336
23042,559579
55821,328778
64463,1021759
78370,675578
46546,300154
53406,471037
35801,566454
12259,787212
25268,1243306
74057,878525
40837,720854
71456,876497
65223,1012631
64578,1310378
73487,740241
14503,457935
14048,507769
18154,1254651
43029,1232987
67677,1028851
71622,1030573
60192,1158710
1774,1199439
76439,1047175
21834,665229
54828,1140748
48231,966876
51991,789996
53066,713147
53965,637012
74865,557860
33732,1277908
38585,369563
42945,515087
3970,421212
58219,1248217
42258,346328
79395,789440
61869,1223990
75396,281080
69081,1013749
24510,422474
65687,345185
64784,1140651
48317,1174817
60316,1155226
77864,1167442
23854,477249
43550,1095025
65633,655305
19310,672060
13362,1249327
71176,395433
32154,385529
31774,624441
57532,463480
62619,299477
37598,582248
59641,738428
47605,353639
79322,740859
67340,1051672
42872,969016
6765,934056
62556,1204336
17888,758758
59895,456059
20809,290818
80242,1107103
67353,440714
9660,326253
3754,469991
70737,719180
12320,857045
3410,884749
46819,951423
69869,936943
27681,1189699
3126,645624
38629,417335
59742,347455
30689,487878
75400,822767
70244,410851
37393,1070173
27972,704804
69811,479837
35739,1039343
67069,1231382
14410,868661
73349,1010029
78179,572104
25656,416258
17748,576067
4917,689964
40720,1027965
40176,628176
15112,579246
49236,1281265
20320,796030
73140,536592
18914,346381
1078,900801
58027,708873
76934,408924
73,528006
14079,298441
28299,490340
37933,760789
74512,697385
24825,738849
64601,702271
43381,1096688
51417,791902
45224,1200152
30663,285473
40719,674711
659,367819
13963,500714
6813,785406
482,877852
19238,805801
44578,589444
3952,1217346
4127,612856
20364,436360
38284,1301877
62525,846492
73733,463925
62944,496657
36575,815041
22091,1005288
35674,996786
40656,980413
21417,352678
59036,736103
61778,509546
32324,415452
25746,471103
57728,735969
2867,405477
33858,368419
51329,402271
8685,828327
57965,329050
25469,895737
26047,609247
18655,865791
46219,312940
21953,671468
64830,1221193
50395,941110
69818,878386
67774,976289
66337,285283
9974,678453
14374,1295807
65866,488535
2089,373387
15294,1139595
3501,299398
31910,1230197
37891,1012844
43076,1011088
29483,732636
45844,738982
51105,1107206
56607,885993
42909,801300
31411,323122
4796,400963
42675,602640
22616,1151274
11561,512745
59582,308209
3290,986163
73176,682575
22484,1264458
74959,712293
62878,615125
6380,574802
59467,1170506
56591,1153819
27760,1002871
49680,676861
62588,972163
43819,730609
77485,528866
26162,344173
16109,339882
26728,1284547
23417,480734
8862,777284
55737,1038688
51369,1306553
38577,837369
32216,1226138
69543,896281
58558,917657
13709,498273
66206,1274265
16143,472815
47105,1240918
71819,840806
7868,1253944
78112,1307701
41733,973012
36007,933974
30909,1057868
57548,989044
31448,1144836
65312,642330
36003,618084
63813,410238
24522,547006
31400,598234
63003,349874
1084,617886
9500,622049
32703,777711
23467,617116
41117,933865
41178,511765
7446,531105
4881,1185872
53678,795396
29256,1313331
32355,901541
29725,331004
3827,1001474
18394,644837
19129,1177442
14108,718090
19667,830756
60573,1060601
11099,811024
47787,292211
69506,678679
8718,490728
50904,1266754
51762,1017465
73959,542947
18973,815203
57489,1195801
76998,606781
51233,1189836
35977,1006935
30523,1008016
63516,805251
34989,808156
12981,335067
58072,661006
12286,1015754
18111,1152693
60969,571324
33397,606102
68711,720337
70101,807152
17728,1122638
55314,963484
20136,478540
13360,1178188
67842,447788
51596,797904
44468,717352
35649,707251
19966,1110638
32587,620827
8550,1263615
24785,365037
7587,776202
2427,1203632
28382,662009
19425,1158363
54004,723233
78471,1260741
45089,964622
40316,1298670
20074,1041559
46684,1095847
11084,664150
32160,790828
19770,599928
58235,432048
22419,1168735
21077,781211
20735,871477
53721,766978
61017,1002680
5780,778446
71807,1205319
69434,333583
79518,1120438
44657,1210073
36993,1014328
29037,1156829
1433,872760
3521,1011316
11950,350195
74000,1172095
69365,1066904
21902,704757
52009,1126017
