13233704,928,require,president,47
7209656,210,teacher,truth,996
16263544,418,past,these,667
40012,447,shake,thing,615
15236193,439,look,every,109
16594479,241,protect,writer,277
13289935,813,remember,suddenly,412
12675672,775,stand,the,120
1829652,280,top,mouth,308
1773613,520,charge,represent,77
12286204,440,drug,change,827
1749462,592,second,use,836
13526130,664,they,particular,167
3026574,17,hand,behavior,535
6361841,395,political,poor,563
14996266,209,draw,exist,67
14725726,212,standard,choose,253
7500740,76,television,he,341
3375435,692,approach,hit,721
14402707,496,cell,while,995
10957034,300,each,without,34
9237121,977,after,really,393
7802092,651,car,past,715
8631085,808,writer,idea,538
7315461,471,game,positive,188
10611263,170,produce,trip,737
9953692,451,will,nothing,691
4415655,126,never,charge,789
10620700,658,than,camera,605
16320501,275,see,attack,812
15984265,615,service,institution,720
2253247,630,manage,point,903
2176083,582,former,idea,490
1689983,991,law,at,59
12868964,221,to,lawyer,322
11825097,40,clearly,think,249
15364022,156,side,final,512
3622872,575,firm,money,144
6217210,518,could,parent,528
9640100,46,because,smile,960
7961471,418,position,little,119
3485245,836,stage,mission,714
13784198,760,pretty,medical,771
5542841,853,help,agree,344
2970491,113,sign,carry,442
14025924,61,however,capital,165
11932240,343,city,argue,353
1923778,100,phone,cultural,481
16373746,138,Mr,across,606
16668490,766,PM,fire,249
10703085,125,threat,give,231
5003805,898,future,sit,924
8031253,898,however,woman,141
7902322,304,white,draw,395
5080700,449,responsibility,responsibility,90
2483883,854,politics,third,867
4806823,571,technology,visit,299
11033043,910,share,actually,476
15625014,842,hotel,even,495
13300312,585,in,no,698
12399761,20,us,guess,27
1446649,68,memory,boy,179
7154391,625,doctor,loss,369
12249538,773,employee,data,750
13885064,414,three,business,398
3260835,335,local,rise,291
6775665,444,she,born,404
12595994,668,friend,lawyer,509
4062844,131,trade,discussion,264
10392373,586,even,us,538
13977604,846,specific,less,625
1469147,570,my,should,937
14813547,84,affect,popular,597
3865751,814,according,certain,285
8622350,796,responsibility,own,328
7966259,740,board,consumer,343
15689743,543,out,entire,864
6821924,737,us,soldier,681
1508396,600,prove,behavior,754
5114513,146,no,own,811
14253345,469,culture,add,160
12410600,676,page,could,444
4799122,201,sister,pay,75
2888674,807,evidence,similar,96
10873479,389,see,ability,393
4053857,503,either,Republican,67
13533462,709,sort,main,608
4276250,340,all,include,519
4557525,466,amount,young,398
1328975,819,money,simply,217
831288,130,center,lay,285
2830653,447,but,need,177
6594964,248,lead,cell,987
132185,394,idea,important,111
16679429,906,fund,least,850
8988299,599,themselves,early,830
15832768,517,economy,check,869
4403735,795,task,other,611
7154377,904,focus,base,185
11196591,746,call,on,944
1984493,529,ask,test,142
3479339,841,fire,language,288
5587616,338,anyone,wear,742
13317512,992,soon,with,590
10514292,641,word,indicate,923
2440119,330,door,central,473
2344092,959,able,accept,208
14314065,149,dream,minute,570
5254511,821,forward,behind,846
7630489,81,common,organization,304
4949540,449,amount,now,164
2588816,796,after,leader,223
4410012,479,your,kid,855
4512651,691,reason,national,647
8890119,539,another,position,929
5028202,340,business,image,367
3952768,798,southern,think,444
