15536,647,detail
17242,439,hospital
9024,598,do
11773,294,increase
13377,348,black
12835,67,general
13738,623,its
12163,657,everything
9776,541,low
16772,700,nearly
15925,957,none
15618,687,thing
9306,485,cell
10959,891,stuff
9205,933,keep
10615,160,dog
17728,462,image
14851,531,require
12903,437,option
11452,859,season
10581,24,move
10639,912,lead
10422,614,religious
9535,776,officer
15137,636,keep
12043,747,trial
13984,689,thousand
14708,794,however
10164,805,season
17153,411,short
12037,738,environmental
9497,798,process
13896,684,movie
10107,293,close
16399,620,enter
15774,824,source
13405,135,property
15284,787,stage
14595,490,kitchen
16562,382,number
10929,18,friend
14823,301,power
15416,178,game
9386,152,rich
15224,67,it
15117,743,produce
10626,28,eye
16341,294,any
15689,717,eat
12206,276,know
12929,163,back
10987,604,people
12812,146,evidence
11795,586,indeed
9912,894,seem
14048,137,Mrs
11377,957,hour
9574,555,member
12244,483,program
15048,392,worry
16833,838,generation
15126,434,face
16306,237,wide
10353,308,few
12709,973,structure
12503,321,would
10712,215,ever
15937,427,against
11682,153,wish
9008,245,manager
16927,849,mention
10787,715,turn
11954,684,guy
15224,42,project
14828,282,exist
16851,638,risk
11995,516,through
17937,779,establish
12866,72,past
16600,322,off
10942,607,environmental
15499,81,act
9232,735,someone
16474,732,radio
17847,900,second
11471,89,name
11635,668,election
13708,279,feel
15706,760,center
9967,136,star
9757,705,with
12062,83,while
17352,33,night
14697,818,thus
11814,294,yourself
17159,748,use
11560,303,long
12258,449,remain
10339,172,when
10996,8,letter
14178,864,sense
15855,398,have
14781,329,dinner
9964,263,mouth
16342,547,include
11615,955,clearly
9529,54,nearly
16518,985,attorney
17245,188,bring
13824,595,note
14698,400,off
14200,168,blood
16066,373,popular
15434,183,or
10089,323,do
16852,552,threat
17809,224,forget
13510,570,price
8986,239,bank
13746,115,try
15804,752,large
9269,874,way
12982,344,allow
9616,474,pull
14821,938,policy
9213,897,including
11896,759,type
12798,284,develop
17166,796,kitchen
14342,297,her
9751,245,explain
11607,606,strong
13174,56,tough
12574,706,of
12350,942,crime
15898,712,easy
15269,114,whom
14712,475,type
11071,721,significant
14889,339,father
16696,300,politics
12283,350,gas
17907,805,body
11743,684,single
11043,775,throughout
13173,991,north
15293,617,throw
12730,235,response
14434,957,city
15017,99,various
17468,952,operation
13967,608,hold
14666,774,real
9485,768,per
9755,212,short
13098,931,card
14071,770,space
17218,482,read
17154,169,perform
11161,838,technology
10482,408,will
13065,298,probably
15925,127,require
9652,683,oil
12164,241,build
13300,451,eat
9362,99,accept
16579,524,say
13599,177,hot
16047,247,south
17096,66,mention
12327,380,support
10006,676,suffer
10135,161,your
17013,683,scene
15555,855,truth
9912,859,theory
16641,395,through
17276,910,court
10274,298,today
9125,879,she
10733,878,certain
16035,167,while
10925,170,order
13886,336,real
16063,790,dinner
10007,988,middle
14947,114,hundred
12974,574,response
16819,572,collection
15353,648,including
8898,253,skin
16312,742,lot
14046,771,loss
13873,722,loss
15795,222,coach
10396,744,store
10600,114,see
13375,309,establish
10217,363,significant
14874,1,agreement
16194,331,data
12853,202,west
9291,227,ever
16508,464,policy
9292,519,take
17316,784,opportunity
9720,398,as
10883,151,single
11960,63,threat
15699,147,American
11797,108,behind
13217,221,international
9190,366,agreement
16619,320,more
14502,744,group
13696,404,down
11442,559,information
9691,25,wife
10313,206,where
9111,791,evening
15799,735,foreign
12678,1000,theory
16396,518,until
10343,519,available
17287,996,science
13512,594,pretty
13713,753,save
16293,669,sister
9606,165,performance
15425,191,skin
14957,408,case
13066,291,so
17808,427,more
10925,984,wear
13600,185,than
9577,741,style
17242,850,mother
16927,913,may
17009,178,lead
14260,716,company
10615,453,forget
10319,798,common
16152,177,century
16893,756,light
14420,248,him
9089,154,cold
14123,194,include
17339,217,executive
9814,377,individual
9626,137,can
12410,311,discuss
15504,749,something
13667,210,accept
15259,383,prevent
13557,689,first
16491,951,with
9898,756,find
13600,373,worker
15469,279,general
17007,336,short
17555,613,son
12318,254,senior
10130,923,article
11780,502,walk
10424,662,none
17224,208,a
13678,579,positive
15574,410,here
17103,126,artist
12820,849,success
14895,246,reach
12931,368,total
10399,538,middle
17848,631,build
10323,340,across
16127,413,nothing
17563,446,condition
11402,57,type
11895,698,wear
16911,454,he
10264,431,show
10697,761,foot
10621,293,for
12820,820,past
17377,605,find
10299,434,senior
17396,869,on
15641,606,determine
14383,969,actually
15745,62,police
12088,782,hard
9746,498,lot
13239,828,see
14788,858,stage
10848,545,face
10475,911,difference
11946,77,newspaper
9967,75,dream
15073,695,smile
17132,368,less
12605,195,power
17837,318,throw
14443,981,window
15029,48,specific
