2,118
8,403
52,53
14,254
21,195
79,319
13,226
23,392
48,217
11,293
1,131
42,101
37,277
41,61
29,85
77,422
55,74
51,246
45,469
59,76
70,183
69,280
28,468
39,159
36,393
12,169
4,132
33,171
25,420
47,420
66,348
46,60
73,488
32,60
72,307
27,48
22,265
80,447
67,408
34,78
54,241
62,331
71,109
7,239
60,392
76,53
57,457
63,389
9,339
19,182
20,181
24,371
53,173
3,189
50,169
35,382
15,186
58,270
38,175
64,463
56,40
10,220
31,394
16,284
75,275
68,96
40,204
30,452
26,297
17,354
5,460
44,43
18,90
74,136
