1,while,economy,impact,consumer,measure
2,fact,hold,degree,treatment,race
3,behavior,despite,leader,actually,above
4,size,draw,without,morning,maintain
5,ask,someone,piece,set,word
6,lay,ahead,impact,ball,three
7,before,fish,reality,now,medical
8,upon,picture,man,opportunity,source
9,claim,government,network,try,benefit
10,respond,history,bill,federal,rather
11,teach,measure,most,behind,network
12,serious,beautiful,matter,keep,simply
13,argue,everybody,cover,blue,ball
14,knowledge,concern,reduce,nation,exactly
15,care,budget,goal,else,he
16,safe,poor,long,second,hear
17,year,story,although,open,break
18,about,plan,idea,together,when
