5508,271,321,about,878
128330,325,854,never,250
63047,840,521,could,171
25803,78,242,party,859
33232,945,738,whatever,656
45236,997,737,news,985
28391,192,697,beat,479
71016,671,267,to,441
151135,733,808,region,658
54940,130,47,central,633
79564,140,397,share,147
7735,517,163,maintain,714
147517,843,206,rate,857
89019,125,147,young,850
71639,341,639,offer,181
2020,314,151,future,170
3843,442,302,image,245
23722,289,372,service,427
123768,188,430,appear,443
146717,475,171,particularly,410
5901,657,144,actually,443
118649,842,322,contain,908
129135,413,393,skill,518
75579,133,278,much,453
142886,218,245,popular,774
48083,820,495,statement,751
66055,563,406,much,856
150983,191,647,speech,296
7521,639,919,believe,733
60969,991,29,American,487
120976,347,67,keep,396
42849,624,757,staff,716
73893,198,310,new,526
36047,984,385,true,905
148963,794,785,top,413
71006,230,914,care,337
62481,572,764,leader,683
103260,628,697,will,633
52221,208,392,recent,617
72972,628,33,development,703
142317,440,263,each,750
101215,73,210,control,650
10474,443,210,car,596
23215,591,130,city,501
44500,880,697,kid,314
69334,195,884,or,6
2415,647,815,action,244
29608,891,311,adult,641
81762,570,358,bank,853
109892,367,552,work,301
74564,226,420,whether,754
150373,130,981,allow,783
132203,47,627,together,787
117314,650,433,remember,510
139154,39,336,staff,851
145375,346,572,age,887
104088,545,546,bring,383
44534,3,75,up,610
27888,743,263,nation,910
25552,415,735,here,12
113944,903,253,data,698
138876,310,843,left,350
135005,648,665,defense,873
88890,190,985,job,590
19839,725,272,economic,690
128956,761,767,available,199
92270,770,723,shoulder,714
35890,454,556,I,877
99537,421,604,seven,260
141584,77,380,create,737
81018,351,737,television,864
49914,999,2,culture,699
43914,664,259,concern,25
16501,394,320,card,535
151000,370,194,deep,548
122145,681,436,boy,926
138196,515,856,class,492
16602,529,498,capital,709
59728,70,58,big,960
80035,393,880,great,582
94,414,404,beautiful,310
72118,679,878,situation,227
61227,675,119,suffer,862
110859,416,15,necessary,162
99667,264,399,hold,392
116929,230,176,accept,51
61537,441,433,agent,401
121955,894,248,often,968
94083,330,657,most,950
141841,403,133,best,979
146818,57,110,effect,791
106297,95,73,team,880
145410,828,973,election,803
90768,853,278,memory,701
127889,832,86,official,702
131899,227,421,degree,489
51257,783,690,allow,374
24851,623,604,thus,995
112414,681,155,get,348
9290,275,935,a,4
44162,697,920,community,965
79522,414,825,city,429
110353,528,956,current,894
87590,636,43,teacher,617
40387,167,146,per,537
45983,831,657,assume,735
78192,728,432,politics,251
63327,902,966,successful,150
9647,651,862,agreement,480
109035,815,67,what,885
44273,180,246,energy,943
80749,930,785,line,723
3999,782,308,position,282
143764,51,131,happy,127
22791,320,319,law,128
3430,120,299,because,39
36473,231,641,stock,518
51467,600,590,hit,651
119594,897,800,eight,174
19095,974,857,six,286
22921,617,467,bit,491
33502,999,530,resource,59
109902,663,53,baby,178
119172,84,663,husband,274
119399,541,43,major,256
119199,321,667,reality,615
113400,903,873,specific,936
32101,196,193,outside,362
116817,2,68,real,542
87089,105,217,because,907
6581,790,971,room,965
83881,152,826,like,581
68412,506,561,officer,258
148733,187,175,somebody,517
95146,850,465,outside,904
70931,382,378,let,617
64032,866,660,speak,920
35129,557,410,language,748
125414,906,565,allow,966
41667,710,47,miss,457
149031,717,200,trip,114
60228,339,99,can,980
42081,786,874,add,76
51372,219,560,team,267
26139,162,645,Mr,280
1910,326,417,movement,654
121033,100,398,of,856
64709,415,925,media,912
126922,97,516,investment,263
125882,854,95,manager,570
48814,696,762,federal,871
145906,832,754,claim,170
22553,840,53,situation,852
70644,964,631,major,576
2748,840,760,wait,168
21189,193,300,really,910
60697,919,596,success,429
88568,122,418,approach,381
106824,187,178,dark,800
43503,3,550,south,710
91724,243,860,long,953
73379,682,305,discussion,898
3186,921,872,age,131
68319,709,867,himself,825
73835,414,760,three,727
54684,458,718,unit,124
51296,752,26,life,683
47601,764,157,account,997
40812,873,442,easy,708
126996,858,521,political,54
10248,412,475,class,378
25136,947,980,home,162
141791,180,31,focus,498
4153,365,743,especially,351
99964,586,826,short,352
151314,500,798,economic,185
68727,196,627,reveal,789
119530,171,993,star,513
76386,805,302,few,434
145810,514,304,or,551
71946,750,911,decision,124
102423,161,593,short,223
121843,393,204,from,724
66232,628,574,certainly,338
137843,117,610,establish,912
67405,184,548,commercial,834
106876,644,208,be,638
133297,250,9,player,691
90433,762,893,deal,190
74713,601,495,describe,862
110390,332,275,receive,151
1325,895,88,for,523
90166,479,317,most,270
19097,791,912,pay,292
35162,811,786,pretty,157
51918,140,396,action,823
131118,900,654,fine,147
5928,148,357,garden,292
90675,727,487,technology,112
16657,616,174,throughout,631
65915,266,955,girl,76
84026,293,38,get,12
96393,442,586,southern,969
26993,801,904,case,384
85922,811,118,situation,708
64806,330,450,social,743
47191,960,319,study,46
98408,6,287,role,740
62562,573,69,various,326
62668,211,351,general,699
133193,426,691,east,385
44663,16,743,room,618
70792,883,273,although,711
144715,47,842,notice,6
96826,588,441,quality,296
74847,177,999,already,591
67216,461,628,pass,431
89628,255,837,military,420
23288,759,587,house,571
12704,963,200,nearly,59
102663,731,772,five,825
113156,253,408,usually,233
56281,385,798,bill,707
113130,589,334,woman,423
139696,174,493,PM,904
125088,782,691,health,108
74785,64,284,camera,641
26724,292,959,everybody,68
60625,754,162,enter,384
67474,294,969,black,874
15667,17,481,current,930
147648,365,410,ten,430
118704,167,279,listen,75
79458,93,152,successful,481
22448,543,313,start,163
71277,783,24,study,350
29366,35,649,compare,276
139138,740,367,open,49
107738,315,251,mention,509
56637,423,405,month,418
87817,999,641,voice,253
90939,459,421,leave,879
116471,915,18,consider,801
61361,686,787,risk,884
65987,24,687,face,47
10290,589,226,learn,380
149400,285,609,arrive,350
52035,434,185,fall,581
123440,672,374,important,183
115212,829,697,hit,657
55413,422,734,guy,244
102383,141,557,back,106
40786,177,606,mother,696
134847,28,480,smile,127
73263,320,949,assume,509
79688,773,477,somebody,478
89876,628,963,physical,600
90459,766,997,however,711
113015,856,904,it,123
76668,872,312,game,681
10401,952,749,begin,706
147404,399,497,card,453
99430,967,143,financial,666
106280,625,117,house,162
92722,16,864,own,556
1288,484,413,floor,585
131130,295,905,voice,972
38372,62,43,knowledge,922
272,851,617,here,98
71502,127,133,attention,47
107521,499,66,second,494
76811,416,678,lay,19
15406,614,123,ok,901
11264,59,877,rock,568
122888,360,615,oil,446
5435,903,544,threat,874
45019,359,574,available,193
26558,666,673,between,4
143786,787,382,course,255
55828,476,174,whose,52
12648,647,508,mind,734
130936,701,293,compare,456
81352,344,930,country,697
63493,801,240,rule,402
100115,231,812,watch,349
