136,465,charge,describe
7032,188,tend,political
18818,955,evening,child
15663,375,develop,garden
18226,756,agent,ready
1509,398,develop,recognize
11394,390,single,development
4979,722,lot,arm
4513,273,kind,range
906,337,service,success
18328,718,hear,answer
5622,916,culture,create
17870,915,bit,well
9729,325,project,box
17187,536,rise,serve
7987,528,involve,type
5381,55,indeed,space
17570,562,senior,they
17292,78,only,each
17098,381,Congress,notice
11600,848,single,make
8513,544,environment,read
10467,86,guy,figure
8955,764,course,respond
18905,551,recently,note
11445,91,choose,front
10148,612,most,receive
4546,784,window,represent
10671,169,event,fly
12580,969,economic,tax
8349,645,interesting,population
16436,322,treat,which
5812,521,election,admit
13996,617,thus,can
12929,926,pay,as
14994,595,beautiful,open
12457,696,another,meet
2722,703,identify,challenge
3548,253,world,quickly
4214,792,he,American
13280,996,think,no
4296,251,play,population
7991,176,tend,successful
7932,703,bring,PM
18908,803,receive,police
16984,848,boy,culture
1039,508,war,to
7769,727,effort,start
2525,473,professional,dog
12060,801,because,team
18277,878,carry,street
18698,472,talk,road
10704,319,whose,big
3934,697,sense,look
288,167,paper,nation
8734,500,major,red
6927,804,many,son
14712,422,free,red
10537,63,office,thousand
12090,410,agency,form
9721,936,risk,main
863,774,probably,maybe
7632,697,three,tree
16963,548,resource,involve
12863,288,recently,send
486,743,others,leg
18967,845,themselves,inside
12486,674,believe,everything
2295,237,still,student
7246,557,current,recent
17059,430,service,court
8905,90,series,child
18425,257,sport,prove
3209,31,thing,fine
18169,95,cost,old
14542,222,result,southern
13050,135,difficult,those
9088,814,him,manager
13867,29,side,thank
15794,12,few,they
19448,455,sing,continue
2950,151,pay,hold
9314,154,reason,here
15605,217,moment,after
12879,900,inside,likely
1699,645,strong,want
12720,172,hand,minute
5957,670,court,can
7659,666,natural,become
12779,326,outside,art
14757,169,really,say
11984,700,team,pay
8012,970,become,particularly
2939,379,recent,back
1046,87,executive,white
11025,359,military,buy
5737,555,majority,meet
9455,961,item,service
14132,714,million,civil
18214,265,which,exist
3428,959,maintain,can
17096,174,quite,respond
19603,481,reason,remain
7454,246,eye,budget
16228,418,price,start
11672,598,physical,sure
11111,573,black,among
9907,126,support,still
9978,325,career,stay
3948,942,modern,certainly
5164,31,knowledge,stand
1948,21,state,culture
10637,162,dog,human
14917,189,form,week
11348,7,plant,understand
7055,396,attack,indicate
11732,335,leader,meet
15508,32,skill,home
5113,228,statement,might
15977,39,evening,word
19240,72,sign,television
13117,653,mind,democratic
6249,873,lead,cover
12991,815,question,authority
17261,73,hit,tend
4456,584,budget,join
16665,497,democratic,officer
3565,747,wish,member
16111,638,rather,opportunity
19321,857,thousand,morning
12358,419,hear,scene
1418,237,wish,early
17603,51,per,remember
14450,862,can,company
13795,801,management,on
16466,99,everything,good
6454,259,those,service
1868,939,dog,yard
10045,712,attorney,poor
8352,552,seven,other
2881,52,then,unit
7346,660,real,have
16058,316,office,hot
14525,642,reveal,but
10652,608,strategy,heart
11113,593,eat,vote
16858,21,capital,hour
8511,667,assume,several
14709,539,another,sort
2185,147,executive,fish
3182,571,century,meeting
13508,408,water,democratic
6606,591,interview,peace
143,181,water,consumer
1130,306,hair,material
1705,197,American,necessary
16687,115,front,tend
16383,79,five,career
7893,118,identify,imagine
8683,87,must,environment
18321,222,outside,plant
16888,198,customer,another
307,251,walk,time
510,190,time,building
18685,414,may,notice
11689,1000,include,scene
15966,577,thought,center
15949,163,fund,central
18781,351,simple,fire
3564,715,might,process
13557,376,she,someone
1044,236,provide,something
940,961,life,south
3021,438,any,know
10618,108,although,something
16567,902,first,apply
4426,930,thought,drop
17637,149,organization,chair
14442,794,not,pretty
1561,471,say,among
16851,227,practice,of
915,511,oil,especially
6989,777,improve,behavior
18490,787,reduce,strategy
18664,677,exactly,across
10725,190,ball,front
16784,574,along,leave
9314,762,throughout,if
1983,111,imagine,when
15010,741,most,whose
8748,131,plant,treatment
10793,150,security,oil
15055,911,brother,third
6567,952,science,guy
13226,435,what,research
8843,857,address,west
5702,479,probably,test
13928,306,their,middle
19524,156,administration,evening
16289,574,picture,magazine
6406,173,machine,finally
18560,754,eight,away
4019,474,likely,talk
19487,285,fight,item
13533,290,radio,quality
13375,64,father,painting
5309,555,somebody,young
10682,917,old,gun
3921,996,book,truth
9407,727,check,government
9040,790,common,approach
1667,985,approach,realize
1224,550,new,their
9746,461,approach,city
1562,940,manage,step
2043,947,may,couple
12207,465,inside,professional
7888,592,yet,quickly
14019,689,actually,west
9459,741,idea,first
12025,935,majority,watch
7875,75,entire,wish
10192,627,true,until
3696,414,part,happy
15081,942,training,country
11793,942,more,her
14103,274,indeed,sell
1057,89,defense,skin
9123,790,radio,five
18,354,white,company
8973,927,perhaps,key
7190,939,box,I
17801,479,clearly,really
7806,175,Mr,debate
9152,347,party,quickly
12070,297,against,happy
5408,552,out,card
5920,368,address,whose
9195,423,leader,college
7939,425,walk,sound
13616,481,attorney,so
7796,247,process,total
2672,273,most,staff
3429,222,gun,type
62,618,general,happen
8329,551,half,say
17590,306,garden,laugh
5474,710,region,hard
5001,928,war,building
1164,280,heavy,believe
7263,754,meeting,purpose
12370,179,difference,nice
5076,406,all,cost
16697,556,person,yet
3029,749,international,six
436,10,step,by
6063,913,yes,certainly
8365,582,last,suggest
5394,869,provide,meeting
19238,79,Mr,defense
11822,90,learn,sea
13185,977,fine,decision
13469,72,apply,care
18127,204,effort,my
18763,403,law,our
15555,386,face,this
4055,127,question,show
15397,124,price,vote
2625,687,eight,television
14931,7,reality,example
416,504,head,central
3663,202,speech,apply
13833,645,how,number
5028,802,inside,receive
5299,896,for,section
8885,228,case,wear
10770,799,herself,more
864,457,offer,sense
5304,285,opportunity,reality
34,525,democratic,spring
13946,764,change,second
15865,916,some,recognize
6446,175,can,close
4277,961,store,fear
15645,329,sport,writer
15090,817,sing,return
16582,890,at,these
14032,131,mean,real
2292,342,perhaps,particular
11837,129,data,others
17064,49,anyone,after
16795,1,between,nation
16977,398,model,manage
12159,902,force,involve
11076,306,firm,must
14111,890,through,phone
16570,700,nice,election
6319,940,media,race
9249,296,research,your
7324,464,just,defense
10278,108,own,radio
17951,65,friend,drive
17690,219,degree,throughout
8842,239,employee,bad
3569,532,sport,director
4746,299,every,boy
8285,893,choice,form
14566,499,whatever,six
17477,49,impact,when
10040,77,wonder,customer
5009,756,church,significant
16733,941,safe,front
17776,232,evening,energy
18721,866,of,enter
2687,206,over,all
6997,916,second,collection
9638,994,push,gun
4518,151,kitchen,far
12677,618,according,professional
19331,951,clearly,nice
2546,322,run,dog
19159,256,style,manager
16900,160,sign,cause
18296,415,help,mother
15674,861,at,theory
17099,923,suddenly,work
102,107,personal,audience
18293,439,idea,game
1850,690,yes,sign
13689,343,sound,ever
9624,888,room,computer
7258,328,child,rate
13229,928,benefit,space
7324,462,four,represent
3988,773,military,practice
14853,840,let,where
1752,14,always,prepare
17624,680,bed,enter
3855,348,around,must
11801,552,be,sort
4760,43,line,more
14066,699,similar,outside
6444,882,defense,visit
16548,687,cell,reduce
5185,140,wife,woman
1219,42,ago,prove
10612,795,decide,treat
18187,71,home,people
4883,614,design,myself
17325,472,yeah,present
18108,277,while,herself
6071,191,large,because
972,347,turn,wind
5171,657,father,matter
18476,158,doctor,animal
2128,316,factor,type
7574,329,expert,outside
7735,294,there,thousand
5412,773,to,put
8801,301,especially,from
3683,738,make,defense
5617,174,political,entire
14155,866,one,enough
9227,630,professor,animal
14371,438,marriage,start
7985,244,they,lawyer
2461,781,home,why
11972,764,someone,air
17032,235,argue,even
38,784,close,six
2539,457,this,decide
2886,781,fact,spend
17699,413,consumer,society
446,687,conference,commercial
15435,155,human,or
6931,331,general,who
4692,941,beat,mention
13268,987,already,buy
8658,198,national,total
11082,324,provide,break
438,564,child,fight
3477,10,during,individual
9233,61,board,store
7462,295,mind,nearly
12315,729,together,office
13865,368,society,half
1988,757,mention,song
16833,467,region,human
8054,249,far,per
4177,664,rule,civil
5191,548,where,lay
16748,415,difference,national
6555,435,future,other
8922,893,real,successful
19230,571,record,source
10927,815,debate,ball
3588,95,main,stand
18835,460,condition,few
8227,105,free,item
4375,921,catch,west
12596,636,peace,pick
9998,74,send,action
4283,998,base,bit
16084,824,tax,economic
8113,851,for,recently
5430,469,improve,order
17959,831,seven,future
6412,143,stand,simple
13545,677,dream,somebody
3224,203,standard,produce
477,851,protect,list
6241,86,physical,design
7015,707,east,not
10747,283,really,significant
4882,117,someone,cell
12170,560,feel,large
9000,707,save,stage
13029,451,behavior,we
3928,974,up,gun
11353,1000,firm,life
1784,741,strategy,whether
13426,133,establish,network
10724,995,attorney,before
5397,635,those,by
7252,11,run,society
10024,310,table,notice
12787,694,century,wonder
2001,214,base,hit
11356,489,man,watch
3219,77,situation,win
544,906,campaign,although
6301,923,design,your
10108,968,mention,police
11898,437,special,society
12076,646,air,anything
8627,343,yeah,their
1621,349,trial,or
1013,787,woman,cost
7819,209,test,thing
19338,128,campaign,eye
17439,699,or,glass
17339,928,drive,rule
14268,50,color,message
12844,610,several,clear
15517,761,political,try
6287,210,but,hit
576,992,institution,reason
9276,333,then,participant
19312,8,president,never
