11032,639,skill,what,332,360,protect
16235,798,yes,play,539,661,prevent
15509,13,serve,way,942,332,Democrat
17409,579,newspaper,simply,888,979,real
13719,278,tell,else,567,26,according
13483,33,by,education,879,668,act
9078,662,song,employee,774,911,save
17604,663,north,like,57,841,computer
16151,726,skill,standard,510,271,poor
14476,855,fact,some,580,377,cost
15237,662,room,business,827,437,recognize
16406,830,water,rule,978,547,poor
16085,2,many,director,173,565,often
17721,193,lead,deep,349,351,myself
16576,917,behavior,growth,160,894,yourself
14234,10,next,area,268,316,but
12017,924,carry,experience,991,381,thing
16639,850,member,into,157,229,detail
11243,829,field,believe,694,659,everyone
9719,583,mouth,TV,796,260,think
16825,843,draw,member,409,778,generation
11703,228,about,watch,438,827,family
10911,49,address,both,5,247,care
15747,793,investment,father,917,590,past
16900,330,under,guy,940,166,Democrat
17113,339,trouble,civil,519,636,natural
12733,254,wish,probably,236,833,report
11313,150,adult,rule,178,554,collection
10277,933,compare,stop,694,305,finish
11867,443,child,member,157,845,offer
16379,82,help,collection,644,592,matter
10031,1,image,modern,9,584,customer
10011,675,account,feeling,345,312,man
9977,8,notice,result,104,548,factor
9022,646,notice,important,938,63,personal
15888,886,system,necessary,627,621,hand
17699,442,three,course,265,229,foreign
11289,647,remember,bill,176,50,detail
16012,410,different,money,582,413,debate
17207,927,information,power,259,956,recently
9465,884,recognize,final,552,315,threat
9610,261,they,alone,996,938,management
10382,156,create,report,474,845,religious
16990,152,reduce,ask,650,550,tree
11364,851,their,nearly,426,4,walk
11287,61,data,bed,214,150,author
9491,145,close,population,305,876,give
11015,479,institution,recently,437,487,site
16637,934,no,paper,423,862,radio
14014,89,factor,treat,82,674,entire
15699,150,statement,president,750,357,against
16536,459,day,letter,968,453,science
15936,84,civil,recognize,114,968,low
9828,704,grow,lay,50,901,which
14237,585,us,wall,514,877,education
15887,560,control,serve,301,339,table
13433,188,life,since,465,788,realize
10800,315,history,the,814,792,space
9063,876,win,call,129,405,stock
12498,325,call,action,443,928,thus
17570,357,newspaper,ground,702,444,country
9539,81,more,accept,178,641,end
10213,238,center,assume,979,997,southern
11254,626,front,important,416,866,senior
14130,844,rate,best,849,449,style
13210,302,meet,visit,627,826,behind
14293,905,might,large,220,371,think
11394,305,south,both,972,632,exist
15491,286,discussion,sometimes,178,934,option
11592,424,commercial,teach,510,830,bed
15863,482,tough,yard,479,112,hot
11184,212,score,go,852,346,network
15992,433,trial,front,310,453,memory
14600,218,arrive,heart,664,554,should
13215,234,history,follow,484,271,author
10975,758,suddenly,carry,237,369,eight
10659,592,board,region,647,854,professional
13395,789,situation,him,123,705,role
16551,219,do,specific,437,208,small
13007,217,personal,radio,952,571,where
16576,231,close,significant,350,537,west
14032,143,television,receive,483,926,offer
11845,191,spring,individual,1000,662,church
12217,451,piece,drop,499,57,long
13060,695,you,best,174,796,your
16291,965,hair,establish,884,589,forget
16581,397,third,simply,362,399,back
12982,806,smile,suggest,255,537,always
9130,147,consider,staff,310,760,book
12363,954,move,mind,311,733,I
13876,1,office,can,751,791,today
12246,404,large,charge,934,202,resource
11839,607,seven,while,703,479,teach
16621,34,audience,us,233,937,usually
9733,718,film,type,528,950,who
14530,86,even,continue,605,895,build
13818,779,entire,short,895,198,pay
15949,79,reflect,best,664,28,training
12905,890,class,meeting,96,568,become
11544,464,politics,try,910,283,hair
17940,878,only,board,963,968,wind
14253,55,be,view,830,73,explain
13236,493,power,send,717,997,picture
15835,953,because,rather,911,60,pull
17574,423,we,represent,905,931,doctor
15047,3,bit,somebody,471,803,report
14621,597,data,drug,665,182,agency
9578,856,media,century,529,132,energy
16123,10,blood,hair,368,618,work
12315,207,moment,season,632,475,reality
11386,85,pressure,hear,419,310,seek
12549,845,each,run,387,826,safe
8932,223,two,certainly,468,400,decide
9745,448,threat,event,534,534,professional
10685,230,company,analysis,117,678,type
17829,536,others,read,850,159,chair
9570,584,idea,far,4,834,another
9339,9,water,make,832,127,almost
16089,695,car,team,465,544,edge
13085,334,else,seem,924,51,clear
15759,570,environment,trip,677,462,less
9630,25,cause,space,895,179,around
16217,367,rock,current,727,811,visit
9946,658,difficult,design,164,190,land
11309,330,film,parent,869,537,table
12082,656,less,picture,221,244,brother
14723,682,north,hold,10,695,seat
9441,546,data,once,676,337,line
17589,544,hear,consumer,382,763,simple
11010,235,final,home,856,573,place
11321,218,second,notice,357,27,force
9067,9,challenge,standard,499,704,positive
16879,260,member,common,129,894,factor
15876,112,strategy,save,802,301,end
16374,999,push,create,924,879,off
13251,516,soon,peace,893,288,visit
15946,162,yet,four,708,400,model
12460,54,hand,nature,474,972,raise
17852,82,provide,traditional,925,603,plant
14684,70,conference,worry,516,656,budget
15422,495,manage,risk,534,71,agree
17713,143,speech,them,704,745,could
16409,766,late,campaign,185,581,kind
9548,623,challenge,seem,580,278,sometimes
11635,170,firm,into,661,412,myself
15223,243,lawyer,any,987,978,season
16070,603,carry,floor,134,734,serve
15005,453,strategy,nothing,462,664,girl
9531,454,newspaper,both,898,886,involve
16351,366,mind,we,968,740,cell
17079,214,detail,however,793,240,right
16927,129,order,even,609,447,music
10791,654,daughter,light,578,329,voice
11655,124,your,owner,818,291,play
13267,833,we,relationship,705,467,concern
16676,479,station,specific,244,494,call
12831,814,go,everyone,588,298,reason
10828,238,interview,item,418,19,floor
17344,25,toward,first,204,815,population
10464,547,nation,one,771,935,stand
16589,673,number,bag,143,643,wind
17155,977,teacher,hot,254,722,group
16400,766,onto,community,186,543,experience
15426,236,particularly,particular,995,798,pay
15101,422,agent,remain,869,502,easy
12610,73,else,we,725,863,father
13850,313,when,late,167,282,minute
16550,844,care,hour,429,697,find
10351,110,true,wife,407,625,economy
11625,522,myself,itself,403,564,own
17391,847,network,candidate,285,214,marriage
11401,369,land,national,265,68,his
13814,791,we,itself,956,342,behind
11187,33,stage,enjoy,991,798,card
12293,960,conference,energy,83,389,evening
9980,577,beyond,cell,518,550,including
16696,309,challenge,trade,563,798,pass
11735,860,poor,meet,277,337,after
9820,77,form,leader,237,791,although
16598,121,another,develop,547,364,call
9546,649,husband,fear,517,344,career
17892,910,the,actually,893,418,while
16920,253,science,enough,13,391,system
12381,6,I,occur,938,418,human
14322,321,there,staff,289,428,management
17645,514,thousand,person,724,465,short
16459,147,behavior,interview,692,388,despite
16986,378,reach,all,532,440,practice
10115,600,wish,industry,878,118,those
15566,955,find,modern,479,65,maybe
11494,60,future,agent,263,372,role
9286,14,seat,lose,731,982,apply
15175,354,fish,work,82,959,person
13528,582,high,someone,563,804,one
11554,710,traditional,break,949,233,likely
11497,115,yeah,meeting,973,494,side
14012,78,true,action,559,776,onto
10294,713,it,north,693,623,government
17629,510,hospital,onto,372,962,consider
10186,650,party,walk,756,720,hold
15352,704,able,meet,883,709,movie
12858,115,nor,anything,861,475,price
10025,532,outside,together,153,743,region
14000,598,vote,pressure,553,436,strategy
10503,753,same,director,954,91,drop
14095,631,off,serious,296,101,it
12156,736,account,point,492,284,parent
13190,474,beautiful,ever,740,230,score
16373,779,strategy,within,652,375,project
13862,771,turn,especially,480,867,beyond
17911,90,good,second,729,676,matter
15031,411,development,owner,168,839,kid
16796,957,film,name,665,236,than
12151,606,natural,store,554,576,try
17760,777,admit,resource,700,284,traditional
17747,680,section,what,677,4,finally
12797,805,glass,worker,978,675,its
11925,261,hard,card,301,208,doctor
16259,773,share,as,827,185,she
10817,141,little,determine,901,345,eat
14043,955,between,central,383,218,because
9343,18,dinner,staff,872,447,between
11047,491,Republican,success,706,281,modern
11586,976,century,himself,236,903,director
10756,714,office,sport,36,629,get
13762,537,similar,course,684,180,drive
10875,668,long,they,6,329,order
17728,449,the,here,777,462,best
9356,118,good,eight,261,457,address
10247,140,decide,world,261,771,dream
16960,520,baby,news,126,321,option
9927,191,position,never,865,534,watch
8931,669,rate,ground,848,228,keep
13112,912,thus,poor,506,320,consider
15149,319,a,sometimes,877,121,positive
12770,840,suffer,performance,19,496,knowledge
14816,736,training,meeting,816,836,under
10483,414,present,as,496,229,cover
12972,122,seat,hotel,7,858,pretty
14861,254,share,with,145,669,design
10889,995,himself,recent,731,734,pattern
9487,159,evening,child,902,880,big
16338,707,people,apply,884,390,thus
11368,481,feel,door,303,181,easy
16933,142,room,mission,889,628,some
16956,606,how,movement,893,327,right
12503,891,any,author,158,381,second
8852,778,present,science,84,372,study
17060,281,animal,throughout,120,636,foreign
15978,327,full,at,216,613,front
10042,409,population,decide,146,464,cut
9774,943,form,through,440,532,money
13089,529,produce,result,317,609,change
16795,764,large,book,829,89,you
17040,610,save,health,928,499,billion
17944,386,government,nice,879,349,accept
11306,641,radio,democratic,566,525,increase
15430,271,face,mention,151,232,specific
9154,564,dog,tough,78,511,run
11371,113,choice,represent,207,175,beautiful
9375,197,brother,cost,69,956,company
16170,356,cover,us,168,130,individual
16268,985,remain,admit,527,447,color
11827,41,particularly,success,645,628,bar
9562,593,adult,bag,624,222,might
12977,219,throw,learn,608,516,station
9823,595,success,deep,572,301,personal
17120,264,field,central,847,512,program
12988,704,center,these,823,182,age
10001,75,all,share,907,95,hold
12020,576,add,kid,761,799,tough
10964,187,commercial,street,417,673,a
15555,29,hold,change,630,219,huge
14033,715,authority,popular,536,795,image
17569,862,Democrat,over,441,84,few
16848,297,girl,perform,438,209,product
15605,196,prevent,television,538,249,sense
15272,209,smile,fill,301,210,find
14763,737,star,loss,714,873,possible
13262,309,note,suggest,45,65,seem
15758,482,so,never,774,116,too
9955,418,really,writer,686,772,how
12272,455,strong,local,70,376,evidence
15583,87,plant,rise,99,464,beyond
10170,417,despite,later,225,740,energy
15855,63,live,painting,624,810,summer
14173,693,can,full,702,277,party
11133,830,yourself,agency,626,225,card
8849,570,pay,security,410,595,government
