5812,203,husband
5911,620,strategy
5368,857,bill
4656,1000,whom
5973,185,ball
1743,384,door
3315,793,claim
798,43,maintain
816,305,baby
6124,62,green
5609,567,bill
5083,623,now
1740,17,never
5072,435,too
2399,899,lose
2026,508,grow
1461,414,he
1077,850,accept
4669,991,decide
3139,337,agency
2850,347,organization
5059,984,we
5033,418,rate
4083,333,billion
1497,914,until
1650,653,goal
3092,342,training
5726,454,federal
624,390,want
3003,506,best
4797,851,hope
4737,591,evening
4951,149,move
3426,636,paper
3682,884,article
5648,314,condition
5704,925,wide
1265,623,consumer
5155,932,much
1187,878,take
4440,472,data
196,255,police
1589,519,instead
1587,971,kid
2089,85,bar
2988,835,weight
4462,102,practice
1263,17,ten
6228,694,his
191,331,travel
5283,759,tough
2587,43,organization
2310,745,and
2139,212,yes
5112,740,sing
3355,67,crime
5204,714,structure
2494,181,most
5427,97,laugh
3502,971,collection
3382,240,finally
3919,742,morning
5119,276,economic
2777,474,tree
4580,984,region
4092,684,history
2166,458,wear
2712,546,make
3440,2,talk
3042,274,effect
2369,65,grow
2332,252,become
5427,962,start
3567,300,wall
785,172,thing
4715,381,theory
199,836,also
5868,915,maybe
839,542,line
4885,73,boy
6073,507,city
5919,470,professional
1080,11,move
3588,192,station
5480,605,trip
166,698,federal
4478,533,happy
3030,219,much
6419,772,understand
6289,723,professional
5841,243,score
3247,799,senior
274,198,type
369,77,food
2722,114,sign
5981,212,mother
6561,639,firm
1778,273,summer
4533,329,day
3192,678,beat
4702,665,success
5447,992,responsibility
1719,961,hour
4875,197,marriage
3843,994,price
5361,590,seat
4309,402,heavy
3873,69,plan
1815,253,eye
2026,388,indicate
4004,273,side
307,593,no
4719,876,generation
6403,544,above
1675,158,yes
2073,835,actually
4289,639,value
5861,921,community
3997,915,me
2036,255,send
4623,939,however
3695,431,allow
2782,297,find
5482,868,many
22,176,explain
1633,266,test
3970,609,maintain
6452,301,country
2056,355,accept
4270,950,available
2241,968,property
1107,664,red
5773,369,civil
674,538,reality
6492,434,catch
4805,855,throw
5095,578,name
1210,263,because
1736,543,what
1313,538,where
1369,568,guy
1147,384,anyone
1186,174,off
4058,362,smile
4123,119,partner
1982,24,catch
253,104,environment
5409,309,second
5735,20,standard
1153,34,whether
2664,503,once
4368,587,argue
5327,519,push
5546,653,manager
4548,763,trouble
4385,271,scientist
4813,83,crime
6280,801,camera
5281,543,however
2569,754,account
2300,479,soldier
1054,656,enjoy
5493,136,bad
724,971,image
97,133,everything
1507,107,nothing
2585,379,something
5396,998,pattern
