2555,491,470
146,613,8171
2508,785,8246
985,601,2468
797,846,2505
1708,690,4456
155,909,8454
1765,75,1855
1767,885,7261
1985,546,4332
13,876,5906
483,754,3494
2170,722,3059
903,780,109
2384,203,612
2517,901,2304
1296,760,7749
2686,872,7309
2634,369,5186
2114,726,8615
314,635,8368
2209,138,734
1391,78,3433
625,823,6280
2227,981,7409
97,80,2489
2095,658,3767
2252,503,2490
857,712,5441
1843,915,3483
244,883,7154
2199,717,842
1750,415,8633
327,835,7234
2259,219,1122
650,429,1371
1650,684,6307
2865,301,2789
625,108,1365
1224,187,6430
1488,389,4689
2068,226,3596
3141,273,7951
2673,67,1626
2213,1000,2176
1691,597,7216
1001,934,2095
2676,597,3825
1996,988,5756
2116,364,3250
55,681,6293
622,408,2198
2522,997,305
2120,288,5630
2915,301,80
1900,886,3558
292,103,1109
249,164,4260
991,157,2883
2265,628,2676
2552,175,3217
2934,578,4497
1025,304,3753
2557,213,5664
752,839,77
51,417,3279
2008,408,421
3094,780,3438
1486,679,6450
3053,934,4374
1855,737,3348
2245,976,4784
2784,78,8131
921,531,4726
2719,968,3346
1979,12,2135
3071,825,7923
1776,567,7412
922,163,7586
2912,758,5443
1052,921,3396
2430,693,6724
2762,940,3457
2532,134,2086
3155,60,3579
78,635,3492
1968,901,7302
1843,455,7358
2798,422,1181
51,711,2956
1877,317,710
1962,911,1079
1535,870,7456
2009,913,2148
120,173,6659
2154,606,5138
258,523,3905
430,147,5711
2173,465,4352
896,774,4816
408,192,6572
1071,585,7323
2653,144,4496
450,955,7048
1035,121,6553
1404,501,8372
2075,872,4375
1258,651,5800
2878,299,7504
1706,177,1851
2250,31,8573
2987,806,6447
2495,619,5657
167,771,3131
1596,69,7491
1619,46,1530
799,208,8772
3097,104,8258
2683,418,653
1277,138,5738
1899,225,1007
2666,340,1439
536,328,1067
458,702,3457
2172,378,7825
2669,997,4117
1771,498,4445
833,670,7160
1158,445,3475
122,282,8450
1723,272,5265
1792,427,3864
1684,249,7835
322,30,5906
2007,262,8706
717,69,6675
1622,372,4980
1249,48,4043
2587,243,66
2531,787,225
1500,290,1204
2664,25,2672
2431,19,2147
2865,107,8143
718,253,1382
386,274,6239
605,934,573
1939,135,209
2477,389,3575
1552,834,3227
261,121,2275
2533,689,1247
1368,674,5396
1997,146,4783
1710,743,2099
2826,418,5592
1256,6,2756
458,899,7282
2832,187,2110
65,480,5763
496,886,2819
875,971,5362
2178,886,515
733,888,6826
2519,825,1013
142,10,8806
1846,292,2840
157,785,2612
772,182,6964
1935,780,5228
134,676,858
745,102,8573
1834,353,4286
1433,833,3458
538,446,6749
2787,594,1608
2388,354,1229
277,540,3832
661,810,4311
303,114,4233
2867,221,1701
2209,915,5251
673,557,2588
1198,940,4848
486,571,3893
315,984,5383
1184,503,7727
2347,396,873
1871,257,5626
1703,789,882
1309,349,2655
966,972,2240
2895,108,805
1236,398,998
1308,87,683
1321,555,5710
1019,375,7479
863,813,5158
412,933,3397
2093,135,7570
3045,633,3185
408,620,734
1122,19,4357
1697,739,5008
2803,927,1222
2610,180,179
851,49,806
2097,949,6002
187,152,1096
1446,874,1339
1733,531,8486
135,542,3696
365,892,7237
347,77,1718
29,753,8188
1443,632,3252
108,614,1823
1376,933,8009
999,444,7598
2550,216,7184
507,843,8164
411,368,5408
2984,428,3969
1272,815,6075
1901,972,3978
2245,668,8224
1209,273,4391
1310,348,7269
2238,432,830
573,461,2927
2501,513,5272
640,500,867
778,147,3800
1168,783,8605
86,233,620
194,640,8715
1422,87,1789
1593,117,489
3081,329,124
2870,961,5100
3052,883,163
1211,133,1011
2759,688,4054
155,146,544
365,530,5746
139,683,4267
2858,632,8632
1270,124,6952
2127,852,4476
967,142,3122
1130,654,4791
2383,794,286
948,626,7832
1605,744,5453
2557,523,866
295,318,4652
2692,543,2390
2721,131,4980
2443,53,736
216,730,8491
57,576,3231
952,552,4456
2020,441,4474
259,43,2831
1671,24,6518
1667,266,8266
953,218,6532
1653,428,6216
2027,4,5513
274,686,4476
1251,457,6103
187,354,7916
1168,810,4428
1430,294,5338
2693,332,8193
2887,892,8257
1029,295,6628
1735,972,2269
1428,260,8453
2099,993,5818
1421,33,8444
2403,965,2571
3076,611,3087
772,330,7700
2882,893,1202
958,356,7049
763,586,2748
1195,779,7352
528,374,4218
739,121,2975
2050,58,6820
377,493,8524
2024,574,6373
1703,179,992
195,49,7656
795,607,1676
1819,219,6329
1185,251,1358
1947,106,4481
2915,402,2292
2902,45,3563
1528,638,3812
582,105,4446
2772,536,299
83,643,4430
1080,601,3487
1821,829,7492
800,954,1183
41,348,2530
999,405,8208
1489,139,6311
536,677,4999
507,683,5023
2511,985,7967
755,586,1796
2981,340,4955
2927,338,4244
335,251,7946
3028,587,6727
3091,405,300
2581,619,5124
830,550,4848
976,90,8742
1603,917,7863
77,524,387
977,572,408
2841,492,1819
2890,548,8398
2019,211,2981
1026,800,1584
1071,283,1384
1468,688,779
2222,8,4011
1284,192,3176
2086,393,6141
2813,889,4200
1978,576,6788
3152,327,8175
2219,513,3099
1320,883,2890
2225,66,1555
3103,826,8447
2282,163,8709
1451,664,1756
2204,468,1457
3018,417,7875
1786,62,3631
744,915,5281
925,16,5445
1318,61,4669
283,975,3376
3103,509,5243
2109,426,6622
2801,593,4717
1028,406,3727
157,489,6719
608,75,6917
203,659,8718
1933,388,8593
2668,3,2024
1713,637,2712
2015,79,2663
2985,637,6733
1714,146,8652
1081,452,6264
1055,397,5688
610,192,6755
255,876,7094
1038,80,8561
496,989,104
2763,255,1586
2703,93,4519
2814,364,2726
2627,542,5741
1878,184,4435
298,971,7832
817,247,1688
2030,584,5894
2310,184,4355
2136,125,7933
3060,754,8293
1290,751,1363
9,165,2857
2907,825,7856
2677,461,8315
2221,75,507
1319,519,5976
3157,693,2577
1941,245,6949
1082,322,7074
1473,938,5044
2978,344,729
774,165,1775
1071,992,6851
209,525,3614
536,519,6053
2577,899,6567
2764,270,3035
1335,329,1882
1046,779,1331
1818,948,5797
479,980,3273
2818,509,1227
2815,202,5972
898,904,6502
1857,46,6660
439,301,1145
1682,197,7016
2649,31,6544
1429,419,5234
2983,331,1810
2880,840,5586
2883,812,3914
843,815,8457
26,269,259
802,152,7380
767,231,874
2900,84,3495
1075,763,383
2312,812,1537
2988,765,5079
507,795,1981
2286,126,3171
2251,323,3035
1011,135,8014
1466,646,1096
2694,463,6478
441,997,2857
2929,43,2929
2637,874,6009
2743,542,1310
990,194,4987
1259,849,3817
2169,677,3110
334,38,5929
2437,338,3146
2977,130,2805
8,829,5323
1195,832,5817
163,186,2927
2750,288,678
2492,359,988
2865,453,3493
1222,640,188
1908,931,3746
2347,267,2201
1194,5,7682
837,796,7903
1693,715,255
2683,442,1960
2990,279,5974
2557,306,1039
3141,952,1415
2392,907,6056
1808,784,2902
2901,232,3106
3065,972,6572
1058,866,1813
1404,138,1814
695,599,5005
648,782,2121
2856,273,8650
774,841,2094
1830,898,6815
1970,814,1478
924,779,1626
1243,206,3740
1985,925,5523
891,981,4787
1969,616,5982
2325,174,2404
170,141,3647
2364,82,7549
1933,352,274
3009,891,6063
360,388,183
2166,830,7754
1131,563,1346
451,262,5688
198,981,5712
298,820,4949
1162,253,7195
2909,109,2722
1448,322,2351
2927,736,6809
1157,353,2267
2758,662,1461
2049,593,6247
950,583,359
2231,40,8646
1043,166,654
234,528,1869
2431,471,2677
1699,343,5078
2137,772,2687
2224,288,6750
1438,858,8359
2056,340,7775
2436,409,457
2538,108,2482
20,157,2317
2675,313,290
2879,924,3693
1133,23,5671
1471,875,366
3106,220,165
3098,152,8448
2112,88,4745
2402,898,1706
2330,24,585
1841,276,2480
2712,410,3911
1192,847,4880
2485,938,3768
2904,754,4904
873,838,7926
1466,222,686
390,222,7903
405,512,3663
1186,270,4595
880,58,6045
2945,783,4054
976,218,7884
203,889,3681
3093,938,2333
2188,99,7745
2151,874,2939
893,491,5907
2905,65,8703
2917,995,7540
2677,567,3073
2230,275,5970
2381,190,5568
865,934,4055
2973,896,8405
1407,495,1369
251,834,2047
2667,557,3898
2227,348,4735
2034,240,1572
733,125,5900
1680,529,2466
3165,204,5970
440,606,6227
2660,999,5717
