354,497,trip,five,784,422,politics
99,855,with,and,888,947,individual
73,985,do,serious,872,158,throughout
510,215,look,beat,542,147,magazine
218,573,policy,a,741,580,camera
292,644,drop,time,928,252,PM
71,773,teach,particular,257,56,movie
339,134,option,develop,397,552,may
292,305,enjoy,crime,320,704,success
507,1000,he,least,384,423,system
132,683,property,necessary,230,577,wait
288,161,pick,prepare,432,158,medical
507,539,call,continue,902,99,value
51,367,threat,collection,867,74,grow
511,922,require,happen,975,43,community
354,236,the,generation,46,276,these
38,902,yet,candidate,881,189,war
