1,simply,138
2,off,583
3,event,868
4,so,822
5,successful,783
6,land,65
7,finish,262
8,family,121
9,draw,508
10,figure,780
11,about,461
12,idea,484
13,year,668
14,focus,389
15,later,808
16,news,215
17,kind,97
18,job,500
19,follow,30
20,station,915
21,walk,856
22,pattern,400
23,start,444
24,street,623
25,person,781
26,meet,786
27,care,3
28,position,713
29,low,457
30,fine,273
31,draw,739
32,thank,822
33,range,235
34,side,606
35,pretty,968
36,family,105
37,call,924
38,they,326
39,factor,32
40,glass,23
41,will,27
42,indeed,666
43,before,555
44,west,10
45,find,962
46,hard,903
47,choice,391
48,side,703
49,article,222
50,establish,993
51,citizen,433
52,someone,744
53,mission,30
54,happy,541
55,nice,228
56,table,783
57,every,449
58,son,962
59,show,508
60,rock,567
61,report,239
62,discover,354
63,despite,237
64,mean,694
65,major,225
66,change,780
67,young,471
68,determine,976
69,know,297
70,mission,949
71,history,23
72,clearly,427
73,answer,858
74,single,939
75,ago,570
76,any,945
77,first,658
78,any,103
79,reduce,191
80,marriage,645
81,this,742
82,method,881
83,market,304
84,gas,124
85,before,761
86,remember,341
87,election,918
88,enjoy,739
89,including,997
90,Mrs,729
91,care,513
92,Republican,959
93,foot,991
94,tax,433
95,bad,520
96,four,850
97,training,933
98,cup,687
99,daughter,195
100,of,311
101,surface,291
102,reduce,602
103,suddenly,997
104,company,904
105,too,512
106,impact,867
107,college,964
108,one,518
109,school,403
110,future,604
111,can,874
112,occur,36
113,parent,492
114,local,249
115,soon,762
116,plan,817
117,option,414
118,check,425
119,run,681
120,care,178
121,go,376
122,town,562
123,lawyer,904
124,challenge,720
125,loss,795
126,agreement,691
127,everybody,756
128,sport,384
129,music,89
130,serious,450
131,high,680
132,resource,521
133,lay,111
134,chair,798
135,money,168
136,industry,534
137,five,861
138,significant,403
139,citizen,380
140,crime,502
141,hundred,751
142,base,31
143,upon,481
144,understand,45
145,according,316
146,should,721
147,lay,869
148,step,630
149,goal,608
150,important,593
151,camera,404
152,born,663
153,win,175
154,white,173
155,garden,515
156,natural,233
157,left,13
158,usually,790
159,structure,205
160,value,553
161,fear,943
162,yourself,881
163,group,562
164,why,238
165,try,415
166,difficult,527
167,safe,353
168,hotel,976
169,always,868
170,cold,592
171,anyone,362
172,already,471
173,if,932
174,agreement,276
175,kitchen,676
176,page,562
177,share,624
178,represent,981
179,audience,747
180,full,6
181,bank,393
182,if,803
183,study,878
184,itself,841
185,owner,978
186,fall,908
187,seek,961
188,reach,759
189,weight,525
190,company,829
191,music,133
192,care,532
193,offer,797
194,must,575
195,rate,211
196,law,437
197,gas,973
198,attention,58
199,relationship,493
200,eight,891
201,upon,374
202,consider,584
203,few,568
204,recognize,205
205,film,964
206,from,517
207,foot,424
208,maintain,497
209,politics,833
210,throw,366
211,son,425
212,card,355
213,whether,2
214,relate,552
215,choice,554
216,else,639
217,affect,806
218,discussion,628
219,quite,340
220,next,470
221,lot,615
222,knowledge,29
223,commercial,824
224,site,236
225,project,651
226,reason,182
227,source,564
228,site,599
229,their,186
230,soon,882
231,east,94
232,would,818
233,imagine,565
234,western,817
235,main,872
236,heart,837
237,expert,954
238,open,262
239,space,34
240,after,862
241,rate,967
242,body,690
243,trade,73
244,husband,86
245,catch,889
246,reason,18
247,member,464
248,international,15
249,training,773
250,particular,774
251,soldier,288
252,remember,256
253,dream,276
254,run,113
255,present,817
256,upon,640
257,really,190
258,lose,353
259,hard,298
260,radio,72
261,hundred,172
262,not,164
263,will,262
264,hold,541
265,guess,975
266,tax,173
267,important,673
268,military,280
269,become,664
270,once,729
271,when,302
272,our,466
273,consider,720
274,for,330
275,respond,509
276,source,486
277,act,117
278,year,25
279,field,320
280,ever,396
281,stock,352
282,accept,432
283,fear,816
284,decision,193
285,time,265
286,past,112
287,former,260
288,front,922
289,walk,748
290,relate,523
291,stop,215
292,put,989
293,free,621
294,area,443
295,too,837
296,thus,999
297,industry,22
298,day,231
299,race,19
300,court,407
301,view,150
302,north,37
303,difference,737
304,gun,983
305,beyond,165
306,ago,457
307,cut,722
308,experience,519
309,center,695
310,military,437
311,share,558
312,bag,853
313,ever,226
314,class,1000
315,state,646
316,enter,817
317,born,712
318,someone,529
319,who,462
320,city,229
321,car,537
322,three,665
323,Mr,32
324,any,405
325,manage,692
326,feel,590
327,media,823
328,beyond,329
329,employee,676
330,although,647
331,himself,437
332,catch,61
333,thousand,756
334,site,306
335,quality,129
336,huge,992
337,seem,218
338,environment,897
339,almost,49
340,door,314
341,mother,73
342,alone,880
343,protect,79
344,scientist,318
345,enter,940
346,lot,962
347,machine,306
348,friend,762
349,explain,163
350,something,427
351,food,579
352,away,259
353,wrong,134
354,back,9
355,artist,575
356,now,900
357,television,871
358,cover,39
359,tonight,605
360,doctor,840
361,onto,223
362,begin,986
363,exist,923
364,third,584
365,allow,472
366,book,176
367,end,848
368,bad,889
369,activity,891
370,foreign,998
371,skin,799
372,system,721
373,whole,638
374,need,522
375,seek,39
376,Democrat,388
377,agent,206
378,truth,356
379,information,102
380,game,211
381,report,588
382,design,691
383,determine,919
384,still,444
385,game,606
386,live,199
387,to,505
388,candidate,107
389,quality,961
390,civil,682
391,each,400
392,mouth,304
393,phone,517
394,yet,512
395,Democrat,18
396,born,334
397,thank,627
398,open,893
399,radio,412
400,exist,922
401,break,289
402,lot,19
403,author,161
404,race,206
405,cover,879
406,anyone,336
407,day,831
408,people,577
409,ahead,802
410,apply,139
411,speech,348
412,may,440
413,public,219
414,day,273
415,physical,691
416,bar,99
417,easy,858
418,she,389
419,mean,955
420,school,561
421,improve,353
422,author,937
423,area,904
424,statement,858
425,usually,704
426,way,548
427,sit,497
428,manage,787
429,thus,546
430,far,241
431,sport,67
432,man,743
433,thought,42
434,sister,87
435,side,137
436,political,174
437,discussion,171
438,land,933
439,very,552
440,hospital,219
441,them,275
442,bed,778
443,only,341
444,deal,615
445,write,519
446,million,862
447,rock,262
448,daughter,377
449,consumer,347
450,civil,349
451,issue,117
452,tree,299
453,provide,241
454,eight,889
455,truth,967
456,far,619
457,hope,799
458,authority,978
459,next,733
460,oil,909
461,series,501
462,military,139
463,everybody,594
464,agent,565
465,adult,789
466,ready,107
467,six,329
468,performance,41
469,high,417
470,instead,75
471,be,390
472,home,887
473,author,808
474,as,151
475,develop,849
476,capital,129
477,read,350
478,young,118
479,both,630
480,thought,602
481,human,801
482,discover,949
483,fund,388
484,tend,79
485,such,585
486,prepare,564
487,day,230
488,put,580
489,action,84
490,wall,976
491,ability,274
492,consider,374
493,TV,913
494,government,303
495,movie,578
496,always,548
497,nation,948
498,worker,118
499,become,469
500,agency,919
501,bag,284
502,occur,111
503,rich,806
504,financial,47
505,manager,848
506,face,303
507,argue,13
508,market,629
509,treatment,687
510,reduce,15
511,in,94
512,staff,424
513,person,118
514,however,846
515,brother,907
516,behind,809
517,space,41
518,radio,193
519,a,246
520,both,805
521,environmental,601
522,society,432
523,weight,166
524,land,119
525,charge,462
526,yard,172
527,cold,698
528,relate,248
529,single,163
530,away,762
531,national,866
532,air,106
533,agency,446
534,subject,933
535,event,988
536,discussion,388
537,administration,826
538,detail,994
539,style,556
540,effect,932
541,game,838
542,feeling,302
543,require,564
544,decade,260
545,himself,729
546,involve,489
547,place,323
548,take,103
549,husband,213
550,wait,668
551,improve,326
552,smile,41
553,gas,28
554,determine,11
555,recognize,806
556,thousand,948
557,design,303
558,recognize,744
559,despite,611
560,it,328
