2910,66,debate,ten,531
6493,528,box,avoid,41
4609,156,probably,conference,602
8105,967,professor,me,830
16813,941,black,practice,674
16325,459,field,model,203
227,622,describe,year,64
13461,869,around,check,327
16096,864,operation,must,97
8784,114,focus,field,840
12792,60,right,film,511
11470,329,director,throw,460
14729,357,relationship,standard,272
7977,624,ago,public,768
17706,415,enjoy,question,863
13913,457,unit,political,310
3183,694,employee,already,443
13804,334,break,management,989
3728,319,fish,walk,508
1153,759,actually,safe,50
15715,65,prepare,maybe,109
11350,100,discussion,trial,280
13975,215,strategy,analysis,803
14108,163,entire,best,477
18035,30,success,off,583
6702,343,nothing,year,9
10201,765,trial,response,174
1399,409,finally,modern,52
1688,744,plant,could,144
12531,882,for,write,117
10353,88,learn,return,544
4196,888,huge,investment,576
13497,95,someone,minute,858
14598,321,system,bad,63
604,291,tell,campaign,103
17237,650,east,government,705
12412,417,computer,each,725
1121,558,language,like,325
11954,633,focus,gun,459
7933,496,ready,specific,65
1192,165,another,hit,674
8923,886,strong,laugh,277
13679,78,any,direction,698
15452,924,among,health,102
17380,77,save,require,720
2632,919,also,throw,328
11710,863,sing,far,238
4297,446,outside,start,900
79,102,skill,general,232
3433,609,clear,station,720
10792,894,treatment,continue,280
6249,475,rate,here,178
11831,643,phone,population,892
2993,497,movie,run,76
18006,604,per,dark,499
1538,603,such,partner,133
12991,64,fine,few,254
4838,835,indeed,mouth,32
7836,731,education,serve,1
8553,875,others,catch,744
11811,845,wear,especially,927
12798,515,poor,risk,257
17354,46,stop,arm,304
13677,736,cold,structure,511
9466,478,talk,paper,32
3972,614,far,wrong,415
8643,59,live,adult,456
17855,215,effect,would,200
15074,997,inside,plan,931
15752,151,clearly,tonight,593
15630,345,first,performance,863
16661,734,value,eat,424
5494,439,general,better,149
4559,979,personal,wrong,7
3255,126,almost,themselves,720
17102,25,somebody,message,514
3057,553,candidate,campaign,341
13083,702,truth,spend,772
4258,742,little,keep,172
17361,393,language,politics,691
10678,142,herself,rest,945
1180,223,rate,raise,69
9812,200,knowledge,expect,988
13302,554,follow,within,546
16009,2,company,Republican,3
15075,7,scientist,clearly,779
17466,227,per,up,427
15823,371,development,fall,833
10314,128,maintain,morning,761
17478,972,member,thousand,620
4257,634,throughout,use,943
431,754,medical,above,89
17387,930,movie,citizen,489
17179,351,help,everything,54
6110,839,board,culture,94
17968,609,last,city,269
5909,99,argue,peace,55
15660,497,article,land,941
9534,588,hospital,within,332
13140,966,owner,ready,470
5706,527,history,mention,806
9585,453,why,growth,154
3465,302,without,perhaps,43
